sku,mpn,name,product_websites,attribute_set_code,product_type,storage,condition,categories,price,qty,is_in_stock,description,short_description,weight,visibility,tax_class_name,meta_title,meta_description,meta_keyword,image,small_image,thumbnail,brand,processor_cores,processor_clock_speed,processor_socket,errors
btd-003063,SL9QB,SL9QB Intel Pentium D Dual-Core 945 3.40GHz 800MHz FSB 4MB L2 Cache Socket 775 Processor,base,Default,simple,,Used,Default Category/CPUs/CPU By Socket/Intel/LGA 775,64.58,1,1,"Specifications:
 <ul><li><strong>Brand :</strong> Intel</li><li><strong>Part No. :</strong> SL9QB</li><li><strong>Processor Type :</strong> Desktop</li><li><strong>Series :</strong> Pentium D Processor</li><li><strong>Core Model Type/ProcNo. :</strong> 945</li><li><strong>Processor Code Name :</strong> Presler</li><li><strong>Core Stepping :</strong> C1</li><li><strong>Manufacturing Technology :</strong> 65 nm</li><li><strong>CPU ID String :</strong> F64</li><li><strong># of Cores :</strong> 2</li><li><strong># of Threads :</strong> 2</li><li><strong>Clock Speed :</strong> 3.40 GHz</li><li><strong>L2 Cache Size :</strong> 4 MB</li><li><strong>Front Side Bus / QuickPath Interconnect :</strong> 800 MHz</li><li><strong>Thermal Power :</strong> 95 Watts</li><li><strong>VID Voltage Range :</strong> 1.225V - 1.312V</li><li><strong>CPU Socket Type :</strong> LGA 775</li><li><strong>Product Condition :</strong> OEM</li><li><strong>Standard Warranty :</strong> 21 days</li></ul>",<ul> <li><strong>Part No. :</strong> SL9QB</li>   <li><strong>Product Type:</strong> CPU/Microprocessor</li>  <li><strong>Brand :</strong> Intel</li> <li><strong>Processor Cores :</strong> 2-Core</li> ,,"Catalog, Search",Taxable Goods,SL9QB Intel Pentium D Dual-Core 945 3.40GHz 800MHz FSB 4MB L2 Cache Socket 775 Processor,,,btd-003063.jpeg,btd-003063.jpeg,btd-003063.jpeg,Intel,2-Core,3.40 GHz,LGA 775,
btd-003064,SLAWR,SLAWR Intel Core 2 Quad Q9450 2.66GHz 1333MHz FSB 12MB L2 Cache Socket LGA 775 Desktop Processor,base,Default,simple,,Used,Default Category/CPUs/CPU By Socket/Intel/LGA 775,149.91,1,1,"Specifications:
 <ul><li><strong>Brand :</strong> Intel</li><li><strong>Part No. :</strong> SLAWR</li><li><strong>Processor Type :</strong> Desktop</li><li><strong>Series :</strong> Core2 Quad Desktop</li><li><strong>Core Model Type/ProcNo. :</strong> Q9450</li><li><strong>Processor Code Name :</strong> Yorkfield</li><li><strong>Core Stepping :</strong> C1</li><li><strong>Manufacturing Technology :</strong> 45 nm</li><li><strong>CPU ID String :</strong> 10677h</li><li><strong># of Cores :</strong> 4</li><li><strong># of Threads :</strong> 4</li><li><strong>Clock Speed :</strong> 2.66 GHz</li><li><strong>L2 Cache Size :</strong> 12 MB</li><li><strong>Front Side Bus / QuickPath Interconnect :</strong> 1333 MHz</li><li><strong>Thermal Power :</strong> 95 Watts</li><li><strong>VID Voltage Range :</strong> 0.85V - 1.3625V</li><li><strong>CPU Socket Type :</strong> LGA 775</li></ul>",<ul> <li><strong>Part No. :</strong> SLAWR</li>   <li><strong>Product Type:</strong> CPU/Microprocessor</li>  <li><strong>Brand :</strong> Intel</li> <li><strong>Processor Cores :</strong> 4-Core</li> ,,"Catalog, Search",Taxable Goods,SLAWR Intel Core 2 Quad Q9450 2.66GHz 1333MHz FSB 12MB L2 Cache Socket LGA 775 Desktop Processor,,,btd-003064.jpeg,btd-003064.jpeg,btd-003064.jpeg,Intel,4-Core,2.66 GHz,LGA 775,
btd-003065,SL9SA,SL9SA Intel Core 2 Duo E6300 1.86GHz 1066MHz FSB 2MB L2 Cache Socket LGA 775 Desktop Processor,base,Default,simple,,Used,Default Category/CPUs/CPU By Socket/Intel/LGA 775,171.91,1,1,"Specifications:
 <ul><li><strong>Brand :</strong> Intel</li><li><strong>Part No. :</strong> SL9SA</li><li><strong>Processor Type :</strong> Desktop</li><li><strong>Series :</strong> Core2 Duo Desktop</li><li><strong>Core Model Type/ProcNo. :</strong> E6300</li><li><strong>Processor Code Name :</strong> Conroe</li><li><strong>Core Stepping :</strong> A1</li><li><strong>Manufacturing Technology :</strong> 65 nm</li><li><strong>CPU ID String :</strong> 6F2</li><li><strong># of Cores :</strong> 2</li><li><strong># of Threads :</strong> 2</li><li><strong>Clock Speed :</strong> 1.86 GHz</li><li><strong>L2 Cache Size :</strong> 2 MB</li><li><strong>Front Side Bus / QuickPath Interconnect :</strong> 1066 MHz</li><li><strong>Thermal Power :</strong> 65 Watts</li><li><strong>VID Voltage Range :</strong> 0.8500V-1.5V</li><li><strong>CPU Socket Type :</strong> LGA 775</li><li><strong>Product Condition :</strong> OEM</li><li><strong>Standard Warranty :</strong> 21 days</li></ul>",<ul> <li><strong>Part No. :</strong> SL9SA</li>   <li><strong>Product Type:</strong> CPU/Microprocessor</li>  <li><strong>Brand :</strong> Intel</li> <li><strong>Processor Cores :</strong> 2-Core</li> ,,"Catalog, Search",Taxable Goods,SL9SA Intel Core 2 Duo E6300 1.86GHz 1066MHz FSB 2MB L2 Cache Socket LGA 775 Desktop Processor,,,btd-003065.jpeg,btd-003065.jpeg,btd-003065.jpeg,Intel,2-Core,1.86 GHz,LGA 775,
btd-003066,BX80557430,BX80557430 Intel Celeron 430 1.80GHz 800MHz FSB 512KB L2 Cache Socket LGA 775 Desktop Processor,base,Default,simple,,Used,Default Category/CPUs/CPU By Socket/Intel/LGA 775,233.19,1,1,"Specifications:
 <ul><li><strong>64 Bit Support :</strong> Yes</li><li><strong>Virtualization Technology Support :</strong> Yes</li><li><strong>Cooling Device :</strong> No</li><li><strong>Brand :</strong> Intel</li><li><strong>Part No. :</strong> BX80557430</li><li><strong>Processor Type :</strong> Desktop</li><li><strong>Series :</strong> Celeron D Processor</li><li><strong>Core Model Type/ProcNo. :</strong> 430</li><li><strong>Manufacturing Technology :</strong> 65 nm</li><li><strong>Processor Code Name :</strong> Conroe</li><li><strong>Core Stepping :</strong> A1</li><li><strong>CPU ID String :</strong> 10661</li><li><strong># of Cores :</strong> 1</li><li><strong># of Threads :</strong> 1</li><li><strong>Clock Speed :</strong> 1.80 GHz</li><li><strong>L2 Cache Size :</strong> 512 KB</li><li><strong>Front Side Bus / QuickPath Interconnect :</strong> 800 MHz</li><li><strong>Thermal Power :</strong> 35 Watts</li><li><strong>VID Voltage Range :</strong> 1.0000V-1.3375</li><li><strong>CPU Socket Type :</strong> LGA 775</li><li><strong>Product Condition :</strong> OEM</li><li><strong>Standard Warranty :</strong> 21 days</li></ul>",<ul> <li><strong>Part No. :</strong> BX80557430</li>   <li><strong>Product Type:</strong> CPU/Microprocessor</li>  <li><strong>Brand :</strong> Intel</li> <li><strong>Processor Cores :</strong> 1-Core</li> ,,"Catalog, Search",Taxable Goods,BX80557430 Intel Celeron 430 1.80GHz 800MHz FSB 512KB L2 Cache Socket LGA 775 Desktop Processor,,,btd-003066.jpeg,btd-003066.jpeg,btd-003066.jpeg,Intel,1-Core,1.80 GHz,LGA 775,
btd-003067,SL9TA,SL9TA Intel Core 2 Duo E6300 1.86GHz 1066MHz FSB 2MB L2 Cache Socket LGA 775 Desktop Processor,base,Default,simple,,Used,Default Category/CPUs/CPU By Socket/Intel/LGA 775,111.1,1,1,"Specifications:
 <ul><li><strong>Brand :</strong> Intel</li><li><strong>Part No. :</strong> SL9TA</li><li><strong>Processor Type :</strong> Desktop</li><li><strong>Series :</strong> Core2 Duo Desktop</li><li><strong>Core Model Type/ProcNo. :</strong> E6300</li><li><strong>Processor Code Name :</strong> Conroe</li><li><strong>Core Stepping :</strong> A1</li><li><strong>Manufacturing Technology :</strong> 65 nm</li><li><strong>CPU ID String :</strong> 6F2</li><li><strong># of Cores :</strong> 2</li><li><strong># of Threads :</strong> 2</li><li><strong>Clock Speed :</strong> 1.86 GHz</li><li><strong>L2 Cache Size :</strong> 2 MB</li><li><strong>Front Side Bus / QuickPath Interconnect :</strong> 1066 MHz</li><li><strong>Thermal Power :</strong> 65 Watts</li><li><strong>VID Voltage Range :</strong> 0.8500V-1.5V</li><li><strong>CPU Socket Type :</strong> LGA 775</li><li><strong>Product Condition :</strong> OEM</li><li><strong>Standard Warranty :</strong> 21 days</li></ul>",<ul> <li><strong>Part No. :</strong> SL9TA</li>   <li><strong>Product Type:</strong> CPU/Microprocessor</li>  <li><strong>Brand :</strong> Intel</li> <li><strong>Processor Cores :</strong> 2-Core</li> ,,"Catalog, Search",Taxable Goods,SL9TA Intel Core 2 Duo E6300 1.86GHz 1066MHz FSB 2MB L2 Cache Socket LGA 775 Desktop Processor,,,btd-003067.jpeg,btd-003067.jpeg,btd-003067.jpeg,Intel,2-Core,1.86 GHz,LGA 775,
btd-003068,SLGUR,SLGUR Intel Core 2 Quad Q8300 2.50GHz 1333MHz FSB 4MB L2 Cache Socket LGA 775 Desktop Processor,base,Default,simple,,Used,Default Category/CPUs/CPU By Socket/Intel/LGA 775,155.46,1,1,"Specifications:
 <ul><li><strong>Brand :</strong> Intel</li><li><strong>Part No. :</strong> SLGUR</li><li><strong>Processor Type :</strong> Desktop</li><li><strong>Series :</strong> Core2 Quad Desktop Processor</li><li><strong>Core Model Type/ProcNo. :</strong> Q8300</li><li><strong>Processor Code Name :</strong> Yorkfield</li><li><strong>Core Stepping :</strong> R0</li><li><strong>Manufacturing Technology :</strong> 45 nm</li><li><strong>CPU ID String :</strong> 1067Ah</li><li><strong># of Cores :</strong> 4</li><li><strong># of Threads :</strong> 4</li><li><strong>Clock Speed :</strong> 2.50 GHz</li><li><strong>L2 Cache Size :</strong> 4 MB</li><li><strong>Front Side Bus / QuickPath Interconnect :</strong> 1333 MHz</li><li><strong>Thermal Power :</strong> 95 Watts</li><li><strong>VID Voltage Range :</strong> 0.8500V-1.3625V</li><li><strong>CPU Socket Type :</strong> LGA 775</li><li><strong>Product Condition :</strong> OEM</li><li><strong>Standard Warranty :</strong> 21 days</li></ul>",<ul> <li><strong>Part No. :</strong> SLGUR</li>   <li><strong>Product Type:</strong> CPU/Microprocessor</li>  <li><strong>Brand :</strong> Intel</li> <li><strong>Processor Cores :</strong> 4-Core</li> ,,"Catalog, Search",Taxable Goods,SLGUR Intel Core 2 Quad Q8300 2.50GHz 1333MHz FSB 4MB L2 Cache Socket LGA 775 Desktop Processor,,,btd-003068.jpeg,btd-003068.jpeg,btd-003068.jpeg,Intel,4-Core,2.50 GHz,LGA 775,
btd-003069,SLA4T,SLA4T Intel Core 2 Duo E6420 2.13GHz 1066MHz FSB 4MB L2 Cache Socket LGA 775 Desktop Processor,base,Default,simple,,Used,Default Category/CPUs/CPU By Socket/Intel/LGA 775,128.61,1,1,"Specifications:
 <ul><li><strong>Brand :</strong> Intel</li><li><strong>Part No. :</strong> SLA4T</li><li><strong>Processor Type :</strong> Desktop</li><li><strong>Series :</strong> Core2 Duo Desktop Processor</li><li><strong>Core Model Type/ProcNo. :</strong> E6420</li><li><strong>Processor Code Name :</strong> Conroe</li><li><strong>Core Stepping :</strong> A1</li><li><strong>Manufacturing Technology :</strong> 65 nm</li><li><strong>CPU ID String :</strong> 6F1</li><li><strong># of Cores :</strong> 2</li><li><strong># of Threads :</strong> 2</li><li><strong>Clock Speed :</strong> 2.13 GHz</li><li><strong>L2 Cache Size :</strong> 4 MB</li><li><strong>Front Side Bus / QuickPath Interconnect :</strong> 1066 MHz</li><li><strong>Thermal Power :</strong> 65 Watts</li><li><strong>VID Voltage Range :</strong> 0.8500V-1.5V</li><li><strong>CPU Socket Type :</strong> LGA 775</li><li><strong>Product Condition :</strong> OEM</li><li><strong>Standard Warranty :</strong> 21 days</li></ul>",<ul> <li><strong>Part No. :</strong> SLA4T</li>   <li><strong>Product Type:</strong> CPU/Microprocessor</li>  <li><strong>Brand :</strong> Intel</li> <li><strong>Processor Cores :</strong> 2-Core</li> ,,"Catalog, Search",Taxable Goods,SLA4T Intel Core 2 Duo E6420 2.13GHz 1066MHz FSB 4MB L2 Cache Socket LGA 775 Desktop Processor,,,btd-003069.jpeg,btd-003069.jpeg,btd-003069.jpeg,Intel,2-Core,2.13 GHz,LGA 775,
btd-003070,BX80571E5200,BX80571E5200 Intel Pentium E5200 Dual Core 2.50GHz 800MHz FSB 2MB L2 Cache Socket LGA 775 Desktop Processor,base,Default,simple,,Used,Default Category/CPUs/CPU By Socket/Intel/LGA 775,95.07,1,1,"Specifications:
 <ul><li><strong>64 Bit Support :</strong> Yes</li><li><strong>Virtualization Technology Support :</strong> Yes</li><li><strong>Cooling Device :</strong> No</li><li><strong>Brand :</strong> Intel</li><li><strong>Part No. :</strong> BX80571E5200</li><li><strong>Processor Type :</strong> Desktop</li><li><strong>Series :</strong> Pentium</li><li><strong>Core Model Type/ProcNo. :</strong> E5200</li><li><strong>Manufacturing Technology :</strong> 45 nm</li><li><strong>Processor Code Name :</strong> Wolfdale</li><li><strong>Core Stepping :</strong> M0</li><li><strong>CPU ID String :</strong> 10676</li><li><strong># of Cores :</strong> 2</li><li><strong># of Threads :</strong> 2</li><li><strong>Clock Speed :</strong> 2.50 GHz</li><li><strong>L2 Cache Size :</strong> 2 MB</li><li><strong>L3 Cache Size :</strong> 2 MB</li><li><strong>Front Side Bus / QuickPath Interconnect :</strong> 800 MHz</li><li><strong>Thermal Power :</strong> 65 Watts</li><li><strong>VID Voltage Range :</strong> 0.8500V-1.3625V</li><li><strong>CPU Socket Type :</strong> LGA 775</li><li><strong>Product Condition :</strong> OEM</li><li><strong>Standard Warranty :</strong> 21 days</li></ul>",<ul> <li><strong>Part No. :</strong> BX80571E5200</li>   <li><strong>Product Type:</strong> CPU/Microprocessor</li>  <li><strong>Brand :</strong> Intel</li> <li><strong>Processor Cores :</strong> 2-Core</li> ,,"Catalog, Search",Taxable Goods,BX80571E5200 Intel Pentium E5200 Dual Core 2.50GHz 800MHz FSB 2MB L2 Cache Socket LGA 775 Desktop Processor,,,btd-003070.jpeg,btd-003070.jpeg,btd-003070.jpeg,Intel,2-Core,2.50 GHz,LGA 775,
btd-003071,HH80557PG0411M,HH80557PG0411M Intel Pentium E2180 Dual Core 2.00GHz 800MHz FSB 1MB L2 Cache Socket LGA 775 Desktop Processor,base,Default,simple,,Used,Default Category/CPUs/CPU By Socket/Intel/LGA 775,137.91,1,1,"Specifications:
 <ul><li><strong>Brand :</strong> Intel</li><li><strong>Part No. :</strong> HH80557PG0411M</li><li><strong>Processor Type :</strong> Desktop</li><li><strong>Series :</strong> Pentium</li><li><strong>Core Model Type/ProcNo. :</strong> E2180</li><li><strong>Processor Code Name :</strong> Conroe</li><li><strong>Core Stepping :</strong> M0</li><li><strong>Manufacturing Technology :</strong> 65 nm</li><li><strong>CPU ID String :</strong> 6FD</li><li><strong># of Cores :</strong> 2</li><li><strong># of Threads :</strong> 2</li><li><strong>Clock Speed :</strong> 2.00 GHz</li><li><strong>L2 Cache Size :</strong> 1 MB</li><li><strong>Front Side Bus / QuickPath Interconnect :</strong> 800 MHz</li><li><strong>Thermal Power :</strong> 65 Watts</li><li><strong>VID Voltage Range :</strong> 0.8500V-1.5V</li><li><strong>CPU Socket Type :</strong> LGA 775</li><li><strong>Product Condition :</strong> OEM</li><li><strong>Standard Warranty :</strong> 21 days</li></ul>",<ul> <li><strong>Part No. :</strong> HH80557PG0411M</li>   <li><strong>Product Type:</strong> CPU/Microprocessor</li>  <li><strong>Brand :</strong> Intel</li> <li><strong>Processor Cores :</strong> 2-Core</li> ,,"Catalog, Search",Taxable Goods,HH80557PG0411M Intel Pentium E2180 Dual Core 2.00GHz 800MHz FSB 1MB L2 Cache Socket LGA 775 Desktop Processor,,,btd-003071.jpeg,btd-003071.jpeg,btd-003071.jpeg,Intel,2-Core,2.00 GHz,LGA 775,
btd-003072,SL8CP,SL8CP Intel Pentium D Dual-Core 820 2.80GHz 800MHz FSB 2MB L2 Cache Socket PLGA775 Processor,base,Default,simple,,Used,Default Category/CPUs/CPU By Socket/Intel/LGA 775,84.37,1,1,"Specifications:
 <ul><li><strong>Brand :</strong> Intel</li><li><strong>Part No. :</strong> SL8CP</li><li><strong>Processor Type :</strong> Desktop</li><li><strong>Series :</strong> Pentium D</li><li><strong>Core Model Type/ProcNo. :</strong> 820</li><li><strong>Processor Code Name :</strong> Smithfield</li><li><strong>Core Stepping :</strong> B0</li><li><strong>Manufacturing Technology :</strong> 90 nm</li><li><strong>CPU ID String :</strong> 0F47h</li><li><strong># of Cores :</strong> 2</li><li><strong># of Threads :</strong> 2</li><li><strong>Clock Speed :</strong> 2.80 GHz</li><li><strong>L2 Cache Size :</strong> 2 MB</li><li><strong>Front Side Bus / QuickPath Interconnect :</strong> 800 MHz</li><li><strong>Thermal Power :</strong> 95 Watts</li><li><strong>VID Voltage Range :</strong> 1.25V - 1.4V</li><li><strong>CPU Socket Type :</strong> LGA 775</li></ul>",<ul> <li><strong>Part No. :</strong> SL8CP</li>   <li><strong>Product Type:</strong> CPU/Microprocessor</li>  <li><strong>Brand :</strong> Intel</li> <li><strong>Processor Cores :</strong> 2-Core</li> ,,"Catalog, Search",Taxable Goods,SL8CP Intel Pentium D Dual-Core 820 2.80GHz 800MHz FSB 2MB L2 Cache Socket PLGA775 Processor,,,btd-003072.jpeg,btd-003072.jpeg,btd-003072.jpeg,Intel,2-Core,2.80 GHz,LGA 775,
btd-003073,BX80571E6600,BX80571E6600 Intel Pentium E6600 Dual Core 3.06GHz 1066MHz FSB 2MB L3 Cache Socket LGA 775 Desktop Processor,base,Default,simple,,Used,Default Category/CPUs/CPU By Socket/Intel/LGA 775,95.07,1,1,"Specifications:
 <ul><li><strong>64 Bit Support :</strong> Yes</li><li><strong>Virtualization Technology Support :</strong> Yes</li><li><strong>Cooling Device :</strong> No</li><li><strong>Brand :</strong> Intel</li><li><strong>Part No. :</strong> BX80571E6600</li><li><strong>Processor Type :</strong> Desktop</li><li><strong>Series :</strong> Pentium</li><li><strong>Core Model Type/ProcNo. :</strong> E6600</li><li><strong>Manufacturing Technology :</strong> 45 nm</li><li><strong>Processor Code Name :</strong> Wolfdale-3M</li><li><strong>Core Stepping :</strong> R0</li><li><strong>CPU ID String :</strong> 01067Ah</li><li><strong># of Cores :</strong> 2</li><li><strong># of Threads :</strong> 2</li><li><strong>Clock Speed :</strong> 3.06 GHz</li><li><strong>L2 Cache Size :</strong> 2 MB</li><li><strong>Front Side Bus / QuickPath Interconnect :</strong> 1066 MHz</li><li><strong>Thermal Power :</strong> 65 Watts</li><li><strong>VID Voltage Range :</strong> 0.8500V ? 1.3625V</li><li><strong>CPU Socket Type :</strong> LGA 775</li></ul>",<ul> <li><strong>Part No. :</strong> BX80571E6600</li>   <li><strong>Product Type:</strong> CPU/Microprocessor</li>  <li><strong>Brand :</strong> Intel</li> <li><strong>Processor Cores :</strong> 2-Core</li> ,,"Catalog, Search",Taxable Goods,BX80571E6600 Intel Pentium E6600 Dual Core 3.06GHz 1066MHz FSB 2MB L3 Cache Socket LGA 775 Desktop Processor,,,btd-003073.jpeg,btd-003073.jpeg,btd-003073.jpeg,Intel,2-Core,3.06 GHz,LGA 775,
btd-003074,BX80557E6700,BX80557E6700 Intel Core 2 Duo E6700 2.66GHz 1066MHz FSB 4MB L2 Cache Socket LGA 775 Desktop Processor,base,Default,simple,,Used,Default Category/CPUs/CPU By Socket/Intel/LGA 775,95.07,1,1,"Specifications:
 <ul><li><strong>64 Bit Support :</strong> Yes</li><li><strong>Virtualization Technology Support :</strong> Yes</li><li><strong>Cooling Device :</strong> No</li><li><strong>Brand :</strong> Intel</li><li><strong>Part No. :</strong> BX80557E6700</li><li><strong>Processor Type :</strong> Desktop</li><li><strong>Series :</strong> Core2 Duo Desktop</li><li><strong>Core Model Type/ProcNo. :</strong> E6700</li><li><strong>Manufacturing Technology :</strong> 65 nm</li><li><strong>Processor Code Name :</strong> Conroe</li><li><strong>Core Stepping :</strong> B0</li><li><strong>CPU ID String :</strong> 6F4</li><li><strong># of Cores :</strong> 2</li><li><strong># of Threads :</strong> 2</li><li><strong>Clock Speed :</strong> 2.66 GHz</li><li><strong>L2 Cache Size :</strong> 4 MB</li><li><strong>Front Side Bus / QuickPath Interconnect :</strong> 1066 MHz</li><li><strong>Thermal Power :</strong> 65 Watts</li><li><strong>VID Voltage Range :</strong> 0.8500V-1.5V</li><li><strong>CPU Socket Type :</strong> LGA 775</li><li><strong>Product Condition :</strong> OEM</li><li><strong>Standard Warranty :</strong> 21 days</li></ul>",<ul> <li><strong>Part No. :</strong> BX80557E6700</li>   <li><strong>Product Type:</strong> CPU/Microprocessor</li>  <li><strong>Brand :</strong> Intel</li> <li><strong>Processor Cores :</strong> 2-Core</li> ,,"Catalog, Search",Taxable Goods,BX80557E6700 Intel Core 2 Duo E6700 2.66GHz 1066MHz FSB 4MB L2 Cache Socket LGA 775 Desktop Processor,,,btd-003074.jpeg,btd-003074.jpeg,btd-003074.jpeg,Intel,2-Core,2.66 GHz,LGA 775,
btd-003075,HH80557PG0412M,HH80557PG0412M Intel Core 2 Duo E4400 2.00GHz 800MHz FSB 2MB L2 Cache Socket LGA 775 Desktop Processor,base,Default,simple,,Used,Default Category/CPUs/CPU By Socket/Intel/LGA 775,157.16,1,1,"Specifications:
 <ul><li><strong>Brand :</strong> Intel</li><li><strong>Part No. :</strong> HH80557PG0412M</li><li><strong>Processor Type :</strong> Server</li><li><strong>Series :</strong> Core2 Duo Desktop</li><li><strong>Core Model Type/ProcNo. :</strong> E4400</li><li><strong>Processor Code Name :</strong> Conroe</li><li><strong>Core Stepping :</strong> L2</li><li><strong>Manufacturing Technology :</strong> 65 nm</li><li><strong>CPU ID String :</strong> 6F2</li><li><strong># of Cores :</strong> 2</li><li><strong># of Threads :</strong> 2</li><li><strong>Clock Speed :</strong> 2.00 GHz</li><li><strong>L2 Cache Size :</strong> 2 MB</li><li><strong>Front Side Bus / QuickPath Interconnect :</strong> 800 MHz</li><li><strong>Thermal Power :</strong> 65 Watts</li><li><strong>VID Voltage Range :</strong> 0.8500V-1.5V</li><li><strong>CPU Socket Type :</strong> LGA 775</li><li><strong>Product Condition :</strong> OEM</li><li><strong>Standard Warranty :</strong> 21 days</li></ul>",<ul> <li><strong>Part No. :</strong> HH80557PG0412M</li>   <li><strong>Product Type:</strong> CPU/Microprocessor</li>  <li><strong>Brand :</strong> Intel</li> <li><strong>Processor Cores :</strong> 2-Core</li> ,,"Catalog, Search",Taxable Goods,HH80557PG0412M Intel Core 2 Duo E4400 2.00GHz 800MHz FSB 2MB L2 Cache Socket LGA 775 Desktop Processor,,,btd-003075.jpeg,btd-003075.jpeg,btd-003075.jpeg,Intel,2-Core,2.00 GHz,LGA 775,
btd-003076,BX80551PG2800FN,BX80551PG2800FN Intel Pentium D 820 2.80GHz Dual Core 800MHz FSB 2MB L2 Cache Socket LGA 775 Processor,base,Default,simple,,Used,Default Category/CPUs/CPU By Socket/Intel/LGA 775,206.81,1,1,"Specifications:
 <ul><li><strong>64 Bit Support :</strong> Yes</li><li><strong>Virtualization Technology Support :</strong> No</li><li><strong>Cooling Device :</strong> No</li><li><strong>Brand :</strong> Intel</li><li><strong>Part No. :</strong> BX80551PG2800FN</li><li><strong>Processor Type :</strong> Desktop</li><li><strong>Series :</strong> Pentium D</li><li><strong>Core Model Type/ProcNo. :</strong> 820</li><li><strong>Manufacturing Technology :</strong> 90 nm</li><li><strong>Processor Code Name :</strong> Smithfield</li><li><strong>Core Stepping :</strong> B0</li><li><strong>CPU ID String :</strong> 0F47h</li><li><strong># of Cores :</strong> 2</li><li><strong># of Threads :</strong> 2</li><li><strong>Clock Speed :</strong> 2.80 GHz</li><li><strong>L2 Cache Size :</strong> 2 MB</li><li><strong>Front Side Bus / QuickPath Interconnect :</strong> 800 MHz</li><li><strong>Thermal Power :</strong> 95 Watts</li><li><strong>VID Voltage Range :</strong> 1.25V - 1.4V</li><li><strong>CPU Socket Type :</strong> LGA 775</li></ul>",<ul> <li><strong>Part No. :</strong> BX80551PG2800FN</li>   <li><strong>Product Type:</strong> CPU/Microprocessor</li>  <li><strong>Brand :</strong> Intel</li> <li><strong>Processor Cores :</strong> 2-Core</li> ,,"Catalog, Search",Taxable Goods,BX80551PG2800FN Intel Pentium D 820 2.80GHz Dual Core 800MHz FSB 2MB L2 Cache Socket LGA 775 Processor,,,btd-003076.jpeg,btd-003076.jpeg,btd-003076.jpeg,Intel,2-Core,2.80 GHz,LGA 775,
btd-003077,SLB9Y,SLB9Y Intel Core 2 Duo Dual-Core E7400 2.80GHz 1066MHz FSB 3MB L2 Cache Socket LGA 775 Desktop Processor,base,Default,simple,,Used,Default Category/CPUs/CPU By Socket/Intel/LGA 775,111.1,1,1,"Specifications:
 <ul><li><strong>Brand :</strong> Intel</li><li><strong>Part No. :</strong> SLB9Y</li><li><strong>Processor Type :</strong> Desktop</li><li><strong>Series :</strong> Core2 Duo Desktop</li><li><strong>Core Model Type/ProcNo. :</strong> E7400</li><li><strong>Processor Code Name :</strong> Wolfdale</li><li><strong>Core Stepping :</strong> R0</li><li><strong>Manufacturing Technology :</strong> 45 nm</li><li><strong>CPU ID String :</strong> 1067Ah</li><li><strong># of Cores :</strong> 2</li><li><strong># of Threads :</strong> 2</li><li><strong>Clock Speed :</strong> 2.80 GHz</li><li><strong>L2 Cache Size :</strong> 3 MB</li><li><strong>Front Side Bus / QuickPath Interconnect :</strong> 1066 MHz</li><li><strong>Thermal Power :</strong> 65 Watts</li><li><strong>VID Voltage Range :</strong> 0.85V - 1.3625V</li><li><strong>CPU Socket Type :</strong> LGA 775</li></ul>",<ul> <li><strong>Part No. :</strong> SLB9Y</li>   <li><strong>Product Type:</strong> CPU/Microprocessor</li>  <li><strong>Brand :</strong> Intel</li> <li><strong>Processor Cores :</strong> 2-Core</li> ,,"Catalog, Search",Taxable Goods,SLB9Y Intel Core 2 Duo Dual-Core E7400 2.80GHz 1066MHz FSB 3MB L2 Cache Socket LGA 775 Desktop Processor,,,btd-003077.jpeg,btd-003077.jpeg,btd-003077.jpeg,Intel,2-Core,2.80 GHz,LGA 775,
btd-003078,SL9S8,SL9S8 Intel Core 2 Duo E6600 Dual-Core 2.40GHz 1066MHz FSB 4MB L2 Cache Socket LGA 775 Desktop Processor,base,Default,simple,,Used,Default Category/CPUs/CPU By Socket/Intel/LGA 775,149.6,1,1,"Specifications:
 <ul><li><strong>Brand :</strong> Intel</li><li><strong>Part No. :</strong> SL9S8</li><li><strong>Processor Type :</strong> Desktop</li><li><strong>Series :</strong> Core2 Duo Desktop</li><li><strong>Core Model Type/ProcNo. :</strong> E6600</li><li><strong>Processor Code Name :</strong> Conroe</li><li><strong>Core Stepping :</strong> B2</li><li><strong>Manufacturing Technology :</strong> 65 nm</li><li><strong>CPU ID String :</strong> 06F6h</li><li><strong># of Cores :</strong> 2</li><li><strong># of Threads :</strong> 2</li><li><strong>Clock Speed :</strong> 2.40 GHz</li><li><strong>L2 Cache Size :</strong> 4 MB</li><li><strong>Front Side Bus / QuickPath Interconnect :</strong> 1066 MHz</li><li><strong>Thermal Power :</strong> 65 Watts</li><li><strong>VID Voltage Range :</strong> 0.85V - 1.5V</li><li><strong>CPU Socket Type :</strong> LGA 775</li></ul>",<ul> <li><strong>Part No. :</strong> SL9S8</li>   <li><strong>Product Type:</strong> CPU/Microprocessor</li>  <li><strong>Brand :</strong> Intel</li> <li><strong>Processor Cores :</strong> 2-Core</li> ,,"Catalog, Search",Taxable Goods,SL9S8 Intel Core 2 Duo E6600 Dual-Core 2.40GHz 1066MHz FSB 4MB L2 Cache Socket LGA 775 Desktop Processor,,,btd-003078.jpeg,btd-003078.jpeg,btd-003078.jpeg,Intel,2-Core,2.40 GHz,LGA 775,
