b,https://www.ebay.com/itm/175907949323
c,https://www.ebay.com/itm/232032446194
d,https://www.ebay.com/itm/323831836624
e,https://www.ebay.com/itm/135703557299
f,https://www.ebay.com/itm/311841532586
g,https://www.ebay.com/itm/173770686984
