sku,mpn,name,product_websites,attribute_set_code,product_type,storage,condition,categories,price,qty,is_in_stock,description,short_description,weight,visibility,tax_class_name,meta_title,meta_description,meta_keyword,image,small_image,thumbnail,brand,memory_type,memory_capacity,memory_bandwidth,memory_pins,memory_bus,memory_error_correction,memory_cycle_time,memory_cas,memory_rank,memory_voltage,errors
btd-016584,MTA36ASF2G72PZ-2G3B1II,MTA36ASF2G72PZ-2G3B1II Micron 16GB PC4-19200 DDR4-2400MHz Registered ECC CL17 288-Pin DIMM 1.2V Dual Rank Memory Module,base,Default,simple,,Used,Default Category/Memory/Memory By Brand/Micron Memory,56.74,5,1,"Specifications:
 <ul><li><strong>Manufacturer :</strong> Micron</li><li><strong>Manufacturer Part # :</strong> MTA36ASF2G72PZ-2G3B1II</li><li><strong>Memory Type :</strong> DDR4 SDRAM</li><li><strong>Capacity :</strong> 16GB</li><li><strong>Data Transfer Rate :</strong> 2400Mhz</li><li><strong>Pins :</strong> 288 Pin</li><li><strong>Bus Type :</strong> PC-19200</li><li><strong>Error Correction :</strong> Registered ECC</li><li><strong>Cycle Time :</strong> 0.83ns</li><li><strong>Cas :</strong> CL17</li><li><strong>Memory Clock :</strong> 300Mhz</li><li><strong>Rank :</strong> Rank 2</li><li><strong>Voltage :</strong> 1.2</li></ul>",<ul> <li><strong>Part No. :</strong> MTA36ASF2G72PZ-2G3B1II</li>   <li><strong>Product Type:</strong> Memory</li>  <li><strong>Brand :</strong> Micron</li> ,,"Catalog, Search",Taxable Goods,MTA36ASF2G72PZ-2G3B1II Micron 16GB PC4-19200 DDR4-2400MHz Registered ECC CL17 288-Pin DIMM 1.2V Dual Rank Memory Module,,,btd-016584.jpeg,btd-016584.jpeg,btd-016584.jpeg,Micron,DDR4 SDRAM,16GB,2400Mhz,288 Pin,PC-19200,Registered ECC,0.83ns,CL17,Rank 2,1.2,
btd-016585,MTA72ASS8G72PSZ-2S6G1SG,MTA72ASS8G72PSZ-2S6G1SG Micron 64GB PC4-21300 DDR4-2666MHz Registered ECC CL19 288-Pin DIMM 1.2V Quad Rank Memory Module,base,Default,simple,,Used,Default Category/Memory/Memory By Brand/Micron Memory,244.97,5,1,"Specifications:
 <ul><li><strong>Manufacturer :</strong> Micron</li><li><strong>Manufacturer Part # :</strong> MTA72ASS8G72PSZ-2S6G1SG</li><li><strong>Memory Type :</strong> DDR4 SDRAM</li><li><strong>Capacity :</strong> 64GB</li><li><strong>Data Transfer Rate :</strong> 2666MHz</li><li><strong>Pins :</strong> 288 Pin</li><li><strong>Bus Type :</strong> PC-21300</li><li><strong>Error Correction :</strong> Registered ECC</li><li><strong>Cycle Time :</strong> 0.75ns</li><li><strong>Cas :</strong> CL19</li><li><strong>Rank :</strong> Rank 4</li><li><strong>Voltage :</strong> 1.2</li></ul>",<ul> <li><strong>Part No. :</strong> MTA72ASS8G72PSZ-2S6G1SG</li>   <li><strong>Product Type:</strong> Memory</li>  <li><strong>Brand :</strong> Micron</li> ,,"Catalog, Search",Taxable Goods,MTA72ASS8G72PSZ-2S6G1SG Micron 64GB PC4-21300 DDR4-2666MHz Registered ECC CL19 288-Pin DIMM 1.2V Quad Rank Memory Module,,,btd-016585.jpeg,btd-016585.jpeg,btd-016585.jpeg,Micron,DDR4 SDRAM,64GB,2666MHz,288 Pin,PC-21300,Registered ECC,0.75ns,CL19,Rank 4,1.2,
btd-016586,MTA18ASF2G72PDZ-2G6B1QK,MTA18ASF2G72PDZ-2G6B1QK Micron 16GB PC4-21300 DDR4-2666MHz Registered ECC CL19 288-Pin DIMM 1.2V Dual Rank Memory Module,base,Default,simple,,Used,Default Category/Memory/Memory By Brand/Micron Memory,44.93,5,1,"Specifications:
 <ul><li><strong>Manufacturer :</strong> Micron</li><li><strong>Manufacturer Part # :</strong> MTA18ASF2G72PDZ-2G6B1QK</li><li><strong>Memory Type :</strong> DDR4 SDRAM</li><li><strong>Capacity :</strong> 16GB</li><li><strong>Data Transfer Rate :</strong> 2666MHz</li><li><strong>Pins :</strong> 288 Pin</li><li><strong>Bus Type :</strong> PC-21300</li><li><strong>Error Correction :</strong> Registered ECC</li><li><strong>Cycle Time :</strong> 0.75ns</li><li><strong>Cas :</strong> CL19</li><li><strong>Rank :</strong> Rank 2</li><li><strong>Voltage :</strong> 1.2</li></ul>",<ul> <li><strong>Part No. :</strong> MTA18ASF2G72PDZ-2G6B1QK</li>   <li><strong>Product Type:</strong> Memory</li>  <li><strong>Brand :</strong> Micron</li> ,,"Catalog, Search",Taxable Goods,MTA18ASF2G72PDZ-2G6B1QK Micron 16GB PC4-21300 DDR4-2666MHz Registered ECC CL19 288-Pin DIMM 1.2V Dual Rank Memory Module,,,btd-016586.jpeg,btd-016586.jpeg,btd-016586.jpeg,Micron,DDR4 SDRAM,16GB,2666MHz,288 Pin,PC-21300,Registered ECC,0.75ns,CL19,Rank 2,1.2,
btd-016587,MTA36ASF4G72PZ-3G2E7TI,MTA36ASF4G72PZ-3G2E7TI Micron 32GB PC4-25600 DDR4-3200MHz Registered ECC CL22 288-Pin DIMM 1.2V Dual Rank Memory Module,base,Default,simple,,Used,Default Category/Memory/Memory By Brand/Micron Memory,96.03,5,1,"Specifications:
 <ul><li><strong>Manufacturer :</strong> Micron</li><li><strong>Manufacturer Part # :</strong> MTA36ASF4G72PZ-3G2E7TI</li><li><strong>Memory Type :</strong> DDR4 SDRAM</li><li><strong>Capacity :</strong> 32GB</li><li><strong>Data Transfer Rate :</strong> 3200MHz</li><li><strong>Pins :</strong> 288 Pin</li><li><strong>Bus Type :</strong> PC-25600</li><li><strong>Error Correction :</strong> Registered ECC</li><li><strong>Cycle Time :</strong> 0.62ns</li><li><strong>Cas :</strong> CL22</li><li><strong>Rank :</strong> Rank 2</li><li><strong>Voltage :</strong> 1.2</li></ul>",<ul> <li><strong>Part No. :</strong> MTA36ASF4G72PZ-3G2E7TI</li>   <li><strong>Product Type:</strong> Memory</li>  <li><strong>Brand :</strong> Micron</li> ,,"Catalog, Search",Taxable Goods,MTA36ASF4G72PZ-3G2E7TI Micron 32GB PC4-25600 DDR4-3200MHz Registered ECC CL22 288-Pin DIMM 1.2V Dual Rank Memory Module,,,btd-016587.jpeg,btd-016587.jpeg,btd-016587.jpeg,Micron,DDR4 SDRAM,32GB,3200MHz,288 Pin,PC-25600,Registered ECC,0.62ns,CL22,Rank 2,1.2,
btd-016588,MTA16ATF2G64AZ-2G3H1,MTA16ATF2G64AZ-2G3H1 Micron 16GB PC4-19200 DDR4-2400MHz non-ECC Unbuffered CL17 288-Pin DIMM 1.2V Dual Rank Memory Module,base,Default,simple,,Used,Default Category/Memory/Memory By Brand/Micron Memory,52.00,5,1,"Specifications:
 <ul><li><strong>Manufacturer :</strong> Micron</li><li><strong>Manufacturer Part # :</strong> MTA16ATF2G64AZ-2G3H1</li><li><strong>Memory Type :</strong> DDR4 SDRAM</li><li><strong>Capacity :</strong> 16GB</li><li><strong>Data Transfer Rate :</strong> 2400Mhz</li><li><strong>Pins :</strong> 288 Pin</li><li><strong>Bus Type :</strong> PC-19200</li><li><strong>Error Correction :</strong> Non-ECC</li><li><strong>Cycle Time :</strong> 0.83ns</li><li><strong>Cas :</strong> CL17</li><li><strong>Memory Clock :</strong> 300Mhz</li><li><strong>Rank :</strong> Rank 2</li><li><strong>Voltage :</strong> 1.2</li></ul>",<ul> <li><strong>Part No. :</strong> MTA16ATF2G64AZ-2G3H1</li>   <li><strong>Product Type:</strong> Memory</li>  <li><strong>Brand :</strong> Micron</li> ,,"Catalog, Search",Taxable Goods,MTA16ATF2G64AZ-2G3H1 Micron 16GB PC4-19200 DDR4-2400MHz non-ECC Unbuffered CL17 288-Pin DIMM 1.2V Dual Rank Memory Module,,,btd-016588.jpeg,btd-016588.jpeg,btd-016588.jpeg,Micron,DDR4 SDRAM,16GB,2400Mhz,288 Pin,PC-19200,Non-ECC,0.83ns,CL17,Rank 2,1.2,
btd-016589,MTA36ASF8G72PZ-2G9B1,MTA36ASF8G72PZ-2G9B1 Micron 64GB PC4-23400 DDR4-2933MHz Registered ECC CL21 288-Pin DIMM 1.2V Dual Rank Memory Module,base,Default,simple,,Used,Default Category/Memory/Memory By Brand/Micron Memory,238.91,5,1,"Specifications:
 <ul><li><strong>Manufacturer :</strong> Micron</li><li><strong>Manufacturer Part # :</strong> MTA36ASF8G72PZ-2G9B1</li><li><strong>Memory Type :</strong> DDR4 SDRAM</li><li><strong>Capacity :</strong> 64GB</li><li><strong>Data Transfer Rate :</strong> 2933MHz</li><li><strong>Pins :</strong> 288 Pin</li><li><strong>Bus Type :</strong> PC-23400</li><li><strong>Error Correction :</strong> Registered ECC</li><li><strong>Cycle Time :</strong> 0.682ns</li><li><strong>Cas :</strong> CL21</li><li><strong>Rank :</strong> Rank 2</li><li><strong>Voltage :</strong> 1.2</li></ul>",<ul> <li><strong>Part No. :</strong> MTA36ASF8G72PZ-2G9B1</li>   <li><strong>Product Type:</strong> Memory</li>  <li><strong>Brand :</strong> Micron</li> ,,"Catalog, Search",Taxable Goods,MTA36ASF8G72PZ-2G9B1 Micron 64GB PC4-23400 DDR4-2933MHz Registered ECC CL21 288-Pin DIMM 1.2V Dual Rank Memory Module,,,btd-016589.jpeg,btd-016589.jpeg,btd-016589.jpeg,Micron,DDR4 SDRAM,64GB,2933MHz,288 Pin,PC-23400,Registered ECC,0.682ns,CL21,Rank 2,1.2,
btd-016590,MTA36ASF4G72PZ-2G9E2TI,MTA36ASF4G72PZ-2G9E2TI Micron 32GB PC4-23400 DDR4-2933MHz Registered ECC CL21 288-Pin DIMM 1.2V Dual Rank Memory Module,base,Default,simple,,Used,Default Category/Memory/Memory By Brand/Micron Memory,97.86,5,1,"Specifications:
 <ul><li><strong>Manufacturer :</strong> Micron</li><li><strong>Manufacturer Part # :</strong> MTA36ASF4G72PZ-2G9E2TI</li><li><strong>Memory Type :</strong> DDR4 SDRAM</li><li><strong>Capacity :</strong> 32GB</li><li><strong>Data Transfer Rate :</strong> 2933MHz</li><li><strong>Pins :</strong> 288 Pin</li><li><strong>Bus Type :</strong> PC-23400</li><li><strong>Error Correction :</strong> Registered ECC</li><li><strong>Cycle Time :</strong> 0.682ns</li><li><strong>Cas :</strong> CL21</li><li><strong>Rank :</strong> Rank 2</li><li><strong>Voltage :</strong> 1.2</li></ul>",<ul> <li><strong>Part No. :</strong> MTA36ASF4G72PZ-2G9E2TI</li>   <li><strong>Product Type:</strong> Memory</li>  <li><strong>Brand :</strong> Micron</li> ,,"Catalog, Search",Taxable Goods,MTA36ASF4G72PZ-2G9E2TI Micron 32GB PC4-23400 DDR4-2933MHz Registered ECC CL21 288-Pin DIMM 1.2V Dual Rank Memory Module,,,btd-016590.jpeg,btd-016590.jpeg,btd-016590.jpeg,Micron,DDR4 SDRAM,32GB,2933MHz,288 Pin,PC-23400,Registered ECC,0.682ns,CL21,Rank 2,1.2,
btd-016591,MTA144ASQ16G72LSZ-2S9E1,MTA144ASQ16G72LSZ-2S9E1 Micron 128GB PC4-23400 DDR4-2933MHz Registered ECC CL21 288-Pin Load Reduced DIMM 1.2V Octal Rank Memory Module,base,Default,simple,,Used,Default Category/Memory/Memory By Brand/Micron Memory,594.72,5,1,"Specifications:
 <ul><li><strong>Manufacturer :</strong> Micron</li><li><strong>Manufacturer Part # :</strong> MTA144ASQ16G72LSZ-2S9E1</li><li><strong>Memory Type :</strong> DDR4 LRDIMM</li><li><strong>Capacity :</strong> 128GB</li><li><strong>Data Transfer Rate :</strong> 2933MHz</li><li><strong>Pins :</strong> 288 Pin</li><li><strong>Bus Type :</strong> PC-23400</li><li><strong>Error Correction :</strong> Load Reduced ECC</li><li><strong>Cycle Time :</strong> 0.682ns</li><li><strong>Cas :</strong> CL21</li><li><strong>Rank :</strong> Rank 4</li><li><strong>Voltage :</strong> 1.2</li></ul>",<ul> <li><strong>Part No. :</strong> MTA144ASQ16G72LSZ-2S9E1</li>   <li><strong>Product Type:</strong> Memory</li>  <li><strong>Brand :</strong> Micron</li> ,,"Catalog, Search",Taxable Goods,MTA144ASQ16G72LSZ-2S9E1 Micron 128GB PC4-23400 DDR4-2933MHz Registered ECC CL21 288-Pin Load Reduced DIMM 1.2V Octal Rank Memory Module,,,btd-016591.jpeg,btd-016591.jpeg,btd-016591.jpeg,Micron,DDR4 LRDIMM,128GB,2933MHz,288 Pin,PC-23400,Load Reduced ECC,0.682ns,CL21,Rank 4,1.2,
btd-016592,MTA36ASF8G72LZ-3G2F1-IN,MTA36ASF8G72LZ-3G2F1-IN Micron 64GB PC4-23400 DDR4-2933MHz Registered ECC CL21 288-Pin Load Reduced DIMM 1.2V Quad Rank Memory Module,base,Default,simple,,Used,Default Category/Memory/Memory By Brand/Micron Memory,349.18,5,1,"Specifications:
 <ul><li><strong>Manufacturer :</strong> Micron</li><li><strong>Manufacturer Part # :</strong> MTA36ASF8G72LZ-3G2F1-IN</li><li><strong>Memory Type :</strong> DDR4 LRDIMM</li><li><strong>Capacity :</strong> 64GB</li><li><strong>Data Transfer Rate :</strong> 2933MHz</li><li><strong>Pins :</strong> 288 Pin</li><li><strong>Bus Type :</strong> PC-23400</li><li><strong>Error Correction :</strong> Load Reduced ECC</li><li><strong>Cycle Time :</strong> 0.682ns</li><li><strong>Cas :</strong> CL21</li><li><strong>Rank :</strong> Rank 4</li><li><strong>Voltage :</strong> 1.2</li></ul>",<ul> <li><strong>Part No. :</strong> MTA36ASF8G72LZ-3G2F1-IN</li>   <li><strong>Product Type:</strong> Memory</li>  <li><strong>Brand :</strong> Micron</li> ,,"Catalog, Search",Taxable Goods,MTA36ASF8G72LZ-3G2F1-IN Micron 64GB PC4-23400 DDR4-2933MHz Registered ECC CL21 288-Pin Load Reduced DIMM 1.2V Quad Rank Memory Module,,,btd-016592.jpeg,btd-016592.jpeg,btd-016592.jpeg,Micron,DDR4 LRDIMM,64GB,2933MHz,288 Pin,PC-23400,Load Reduced ECC,0.682ns,CL21,Rank 4,1.2,
btd-016593,MTA18ADF2G72PZ-2G6D1,MTA18ADF2G72PZ-2G6D1 Micron 16GB PC4-21300 DDR4-2666MHz Registered ECC CL19 288-Pin DIMM 1.2V Very Low Profile (VLP) Single Rank Memory Module,base,Default,simple,,Used,Default Category/Memory/Memory By Brand/Micron Memory,67.07,5,1,"Specifications:
 <ul><li><strong>Manufacturer :</strong> Micron</li><li><strong>Manufacturer Part # :</strong> MTA18ADF2G72PZ-2G6D1</li><li><strong>Memory Type :</strong> DDR4 SDRAM</li><li><strong>Capacity :</strong> 16GB</li><li><strong>Data Transfer Rate :</strong> 2666MHz</li><li><strong>Pins :</strong> 288 Pin</li><li><strong>Bus Type :</strong> PC-21300</li><li><strong>Error Correction :</strong> Registered ECC</li><li><strong>Cycle Time :</strong> 0.75ns</li><li><strong>Cas :</strong> CL19</li><li><strong>Rank :</strong> Rank 1</li><li><strong>Voltage :</strong> 1.2</li></ul>",<ul> <li><strong>Part No. :</strong> MTA18ADF2G72PZ-2G6D1</li>   <li><strong>Product Type:</strong> Memory</li>  <li><strong>Brand :</strong> Micron</li> ,,"Catalog, Search",Taxable Goods,MTA18ADF2G72PZ-2G6D1 Micron 16GB PC4-21300 DDR4-2666MHz Registered ECC CL19 288-Pin DIMM 1.2V Very Low Profile (VLP) Single Rank Memory Module,,,btd-016593.jpeg,btd-016593.jpeg,btd-016593.jpeg,Micron,DDR4 SDRAM,16GB,2666MHz,288 Pin,PC-21300,Registered ECC,0.75ns,CL19,Rank 1,1.2,
btd-016594,MTA144ASQ16G72PSZ-2S6,MTA144ASQ16G72PSZ-2S6 Micron 128GB PC4-21300 DDR4-2666MHz Registered ECC CL19 288-Pin DIMM 1.2V Octal Rank Memory Module,base,Default,simple,,Used,Default Category/Memory/Memory By Brand/Micron Memory,431.34,5,1,"Specifications:
 <ul><li><strong>Manufacturer :</strong> Micron</li><li><strong>Manufacturer Part # :</strong> MTA144ASQ16G72PSZ-2S6</li><li><strong>Memory Type :</strong> DDR4 SDRAM</li><li><strong>Capacity :</strong> 128GB</li><li><strong>Data Transfer Rate :</strong> 2666MHz</li><li><strong>Pins :</strong> 288 Pin</li><li><strong>Bus Type :</strong> PC-21300</li><li><strong>Error Correction :</strong> Registered ECC</li><li><strong>Cycle Time :</strong> 0.75ns</li><li><strong>Cas :</strong> CL19</li><li><strong>Rank :</strong> Rank 8</li><li><strong>Voltage :</strong> 1.2</li></ul>",<ul> <li><strong>Part No. :</strong> MTA144ASQ16G72PSZ-2S6</li>   <li><strong>Product Type:</strong> Memory</li>  <li><strong>Brand :</strong> Micron</li> ,,"Catalog, Search",Taxable Goods,MTA144ASQ16G72PSZ-2S6 Micron 128GB PC4-21300 DDR4-2666MHz Registered ECC CL19 288-Pin DIMM 1.2V Octal Rank Memory Module,,,btd-016594.jpeg,btd-016594.jpeg,btd-016594.jpeg,Micron,DDR4 SDRAM,128GB,2666MHz,288 Pin,PC-21300,Registered ECC,0.75ns,CL19,Rank 8,1.2,
btd-016595,MTA36ASF8G72LZ-2G9,MTA36ASF8G72LZ-2G9 Micron 64GB PC4-23400 DDR4-2933MHz Registered ECC CL21 288-Pin Load Reduced DIMM 1.2V Quad Rank Memory Module,base,Default,simple,,Used,Default Category/Memory/Memory By Brand/Micron Memory,349.18,5,1,"Specifications:
 <ul><li><strong>Manufacturer :</strong> Micron</li><li><strong>Manufacturer Part # :</strong> MTA36ASF8G72LZ-2G9</li><li><strong>Memory Type :</strong> DDR4 LRDIMM</li><li><strong>Capacity :</strong> 64GB</li><li><strong>Data Transfer Rate :</strong> 2933MHz</li><li><strong>Pins :</strong> 288 Pin</li><li><strong>Bus Type :</strong> PC-23400</li><li><strong>Error Correction :</strong> Load Reduced ECC</li><li><strong>Cycle Time :</strong> 0.682ns</li><li><strong>Cas :</strong> CL21</li><li><strong>Rank :</strong> Rank 4</li><li><strong>Voltage :</strong> 1.2</li></ul>",<ul> <li><strong>Part No. :</strong> MTA36ASF8G72LZ-2G9</li>   <li><strong>Product Type:</strong> Memory</li>  <li><strong>Brand :</strong> Micron</li> ,,"Catalog, Search",Taxable Goods,MTA36ASF8G72LZ-2G9 Micron 64GB PC4-23400 DDR4-2933MHz Registered ECC CL21 288-Pin Load Reduced DIMM 1.2V Quad Rank Memory Module,,,btd-016595.jpeg,btd-016595.jpeg,btd-016595.jpeg,Micron,DDR4 LRDIMM,64GB,2933MHz,288 Pin,PC-23400,Load Reduced ECC,0.682ns,CL21,Rank 4,1.2,
btd-016596,MTA36ASF4G72LZ-2G3B1MK,MTA36ASF4G72LZ-2G3B1MK Micron 32GB PC4-19200 DDR4-2400MHz Registered ECC CL17 288-Pin Load Reduced DIMM 1.2V Dual Rank Memory Module,base,Default,simple,,Used,Default Category/Memory/Memory By Brand/Micron Memory,66.85,5,1,"Specifications:
 <ul><li><strong>Manufacturer :</strong> Micron</li><li><strong>Manufacturer Part # :</strong> MTA36ASF4G72LZ-2G3B1MK</li><li><strong>Memory Type :</strong> DDR4 LRDIMM</li><li><strong>Capacity :</strong> 32GB</li><li><strong>Data Transfer Rate :</strong> 2400Mhz</li><li><strong>Pins :</strong> 288 Pin</li><li><strong>Bus Type :</strong> PC-19200</li><li><strong>Error Correction :</strong> Load Reduced ECC</li><li><strong>Cycle Time :</strong> 0.83ns</li><li><strong>Cas :</strong> CL17</li><li><strong>Memory Clock :</strong> 300Mhz</li><li><strong>Rank :</strong> Rank 2</li><li><strong>Voltage :</strong> 1.2</li></ul>",<ul> <li><strong>Part No. :</strong> MTA36ASF4G72LZ-2G3B1MK</li>   <li><strong>Product Type:</strong> Memory</li>  <li><strong>Brand :</strong> Micron</li> ,,"Catalog, Search",Taxable Goods,MTA36ASF4G72LZ-2G3B1MK Micron 32GB PC4-19200 DDR4-2400MHz Registered ECC CL17 288-Pin Load Reduced DIMM 1.2V Dual Rank Memory Module,,,btd-016596.jpeg,btd-016596.jpeg,btd-016596.jpeg,Micron,DDR4 LRDIMM,32GB,2400Mhz,288 Pin,PC-19200,Load Reduced ECC,0.83ns,CL17,Rank 2,1.2,
btd-016597,MTA36ASF2G72PZ-2G3B1IG,MTA36ASF2G72PZ-2G3B1IG Micron 16GB PC4-19200 DDR4-2400MHz Registered ECC CL17 288-Pin DIMM 1.2V Dual Rank Memory Module,base,Default,simple,,Used,Default Category/Memory/Memory By Brand/Micron Memory,56.74,5,1,"Specifications:
 <ul><li><strong>Manufacturer :</strong> Micron</li><li><strong>Manufacturer Part # :</strong> MTA36ASF2G72PZ-2G3B1IG</li><li><strong>Memory Type :</strong> DDR4 SDRAM</li><li><strong>Capacity :</strong> 16GB</li><li><strong>Data Transfer Rate :</strong> 2400Mhz</li><li><strong>Pins :</strong> 288 Pin</li><li><strong>Bus Type :</strong> PC-19200</li><li><strong>Error Correction :</strong> Registered ECC</li><li><strong>Cycle Time :</strong> 0.83ns</li><li><strong>Cas :</strong> CL17</li><li><strong>Memory Clock :</strong> 300Mhz</li><li><strong>Rank :</strong> Rank 2</li><li><strong>Voltage :</strong> 1.2</li></ul>",<ul> <li><strong>Part No. :</strong> MTA36ASF2G72PZ-2G3B1IG</li>   <li><strong>Product Type:</strong> Memory</li>  <li><strong>Brand :</strong> Micron</li> ,,"Catalog, Search",Taxable Goods,MTA36ASF2G72PZ-2G3B1IG Micron 16GB PC4-19200 DDR4-2400MHz Registered ECC CL17 288-Pin DIMM 1.2V Dual Rank Memory Module,,,btd-016597.jpeg,btd-016597.jpeg,btd-016597.jpeg,Micron,DDR4 SDRAM,16GB,2400Mhz,288 Pin,PC-19200,Registered ECC,0.83ns,CL17,Rank 2,1.2,
btd-016598,MTA72ASS8G72LZ-2G6D2SI,MTA72ASS8G72LZ-2G6D2SI Micron 64GB PC4-21300 DDR4-2666MHz Registered ECC CL19 288-Pin Load Reduced DIMM 1.2V Quad Rank Memory Module,base,Default,simple,,Used,Default Category/Memory/Memory By Brand/Micron Memory,98.01,5,1,"Specifications:
 <ul><li><strong>Manufacturer :</strong> Micron</li><li><strong>Manufacturer Part # :</strong> MTA72ASS8G72LZ-2G6D2SI</li><li><strong>Memory Type :</strong> DDR4 LRDIMM</li><li><strong>Capacity :</strong> 64GB</li><li><strong>Data Transfer Rate :</strong> 2666MHz</li><li><strong>Pins :</strong> 288 Pin</li><li><strong>Bus Type :</strong> PC-21300</li><li><strong>Error Correction :</strong> Load Reduced ECC</li><li><strong>Cas :</strong> CL19</li><li><strong>Rank :</strong> Rank 4</li><li><strong>Voltage :</strong> 1.2</li></ul>",<ul> <li><strong>Part No. :</strong> MTA72ASS8G72LZ-2G6D2SI</li>   <li><strong>Product Type:</strong> Memory</li>  <li><strong>Brand :</strong> Micron</li> ,,"Catalog, Search",Taxable Goods,MTA72ASS8G72LZ-2G6D2SI Micron 64GB PC4-21300 DDR4-2666MHz Registered ECC CL19 288-Pin Load Reduced DIMM 1.2V Quad Rank Memory Module,,,btd-016598.jpeg,btd-016598.jpeg,btd-016598.jpeg,Micron,DDR4 LRDIMM,64GB,2666MHz,288 Pin,PC-21300,Load Reduced ECC,,CL19,Rank 4,1.2,
btd-016599,MTA72ASS8G72LZ-2G6J2,MTA72ASS8G72LZ-2G6J2 Micron 64GB PC4-23400 DDR4-2933MHz Registered ECC CL21 288-Pin Load Reduced DIMM 1.2V Quad Rank Memory Module,base,Default,simple,,Used,Default Category/Memory/Memory By Brand/Micron Memory,98.01,5,1,"Specifications:
 <ul><li><strong>Manufacturer :</strong> Micron</li><li><strong>Manufacturer Part # :</strong> MTA72ASS8G72LZ-2G6J2</li><li><strong>Memory Type :</strong> DDR4 LRDIMM</li><li><strong>Capacity :</strong> 64GB</li><li><strong>Data Transfer Rate :</strong> 2933MHz</li><li><strong>Pins :</strong> 288 Pin</li><li><strong>Bus Type :</strong> PC-23400</li><li><strong>Error Correction :</strong> Load Reduced ECC</li><li><strong>Cycle Time :</strong> 0.682ns</li><li><strong>Cas :</strong> CL21</li><li><strong>Rank :</strong> Rank 4</li><li><strong>Voltage :</strong> 1.2</li></ul>",<ul> <li><strong>Part No. :</strong> MTA72ASS8G72LZ-2G6J2</li>   <li><strong>Product Type:</strong> Memory</li>  <li><strong>Brand :</strong> Micron</li> ,,"Catalog, Search",Taxable Goods,MTA72ASS8G72LZ-2G6J2 Micron 64GB PC4-23400 DDR4-2933MHz Registered ECC CL21 288-Pin Load Reduced DIMM 1.2V Quad Rank Memory Module,,,btd-016599.jpeg,btd-016599.jpeg,btd-016599.jpeg,Micron,DDR4 LRDIMM,64GB,2933MHz,288 Pin,PC-23400,Load Reduced ECC,0.682ns,CL21,Rank 4,1.2,
btd-016600,MTA72ASS8G72LZ-2G6B2,MTA72ASS8G72LZ-2G6B2 Micron 64GB PC4-21300 DDR4-2666MHz Registered ECC CL19 288-Pin Load Reduced DIMM 1.2V Quad Rank Memory Module,base,Default,simple,,Used,Default Category/Memory/Memory By Brand/Micron Memory,98.01,5,1,"Specifications:
 <ul><li><strong>Manufacturer :</strong> Micron</li><li><strong>Manufacturer Part # :</strong> MTA72ASS8G72LZ-2G6B2</li><li><strong>Memory Type :</strong> DDR4 LRDIMM</li><li><strong>Capacity :</strong> 64GB</li><li><strong>Data Transfer Rate :</strong> 2666MHz</li><li><strong>Pins :</strong> 288 Pin</li><li><strong>Bus Type :</strong> PC-21300</li><li><strong>Error Correction :</strong> Load Reduced ECC</li><li><strong>Cas :</strong> CL19</li><li><strong>Rank :</strong> Rank 4</li><li><strong>Voltage :</strong> 1.2</li></ul>",<ul> <li><strong>Part No. :</strong> MTA72ASS8G72LZ-2G6B2</li>   <li><strong>Product Type:</strong> Memory</li>  <li><strong>Brand :</strong> Micron</li> ,,"Catalog, Search",Taxable Goods,MTA72ASS8G72LZ-2G6B2 Micron 64GB PC4-21300 DDR4-2666MHz Registered ECC CL19 288-Pin Load Reduced DIMM 1.2V Quad Rank Memory Module,,,btd-016600.jpeg,btd-016600.jpeg,btd-016600.jpeg,Micron,DDR4 LRDIMM,64GB,2666MHz,288 Pin,PC-21300,Load Reduced ECC,,CL19,Rank 4,1.2,
btd-016601,MTA36ASF2G72PZ-2G1B1QG,MTA36ASF2G72PZ-2G1B1QG Micron 16GB PC4-17000 DDR4-2133MHz Registered ECC CL15 288-Pin DIMM 1.2V Dual Rank Memory Module,base,Default,simple,,Used,Default Category/Memory/Memory By Brand/Micron Memory,43.51,5,1,"Specifications:
 <ul><li><strong>Manufacturer :</strong> Micron</li><li><strong>Manufacturer Part # :</strong> MTA36ASF2G72PZ-2G1B1QG</li><li><strong>Memory Type :</strong> DDR4 SDRAM</li><li><strong>Capacity :</strong> 16GB</li><li><strong>Data Transfer Rate :</strong> 2133Mhz</li><li><strong>Pins :</strong> 288 Pin</li><li><strong>Bus Type :</strong> PC-17000</li><li><strong>Error Correction :</strong> Registered ECC</li><li><strong>Cycle Time :</strong> 0.93ns</li><li><strong>Cas :</strong> CL15</li><li><strong>Memory Clock :</strong> 266Mhz</li><li><strong>Rank :</strong> Rank 2</li><li><strong>Voltage :</strong> 1.2</li></ul>",<ul> <li><strong>Part No. :</strong> MTA36ASF2G72PZ-2G1B1QG</li>   <li><strong>Product Type:</strong> Memory</li>  <li><strong>Brand :</strong> Micron</li> ,,"Catalog, Search",Taxable Goods,MTA36ASF2G72PZ-2G1B1QG Micron 16GB PC4-17000 DDR4-2133MHz Registered ECC CL15 288-Pin DIMM 1.2V Dual Rank Memory Module,,,btd-016601.jpeg,btd-016601.jpeg,btd-016601.jpeg,Micron,DDR4 SDRAM,16GB,2133Mhz,288 Pin,PC-17000,Registered ECC,0.93ns,CL15,Rank 2,1.2,
