sku,mpn,name,product_websites,attribute_set_code,product_type,storage,condition,categories,price,qty,is_in_stock,description,short_description,weight,visibility,tax_class_name,meta_title,meta_description,meta_keyword,image,small_image,thumbnail,brand,cpu_form_factor,cpu_socket,errors
btd-042907,D845EBG2,D845EBG2 Intel Motherboard Socket 478 400MHz FSB ATX (Refurbished),base,Default,simple,,Used,Default Category/hard_drive/Motherboard by Brand/Intel Motherboards,151.49,5,1,"Specifications:
 <ul><li><strong>Manufacturer :</strong> Intel</li><li><strong>Manufacturer Part # :</strong> D845EBG2</li></ul>",<ul> <li><strong>Part No. :</strong> D845EBG2</li>   <li><strong>Product Type:</strong> Motherboard</li>  <li><strong>Brand :</strong> Intel</li> ,,"Catalog, Search",Taxable Goods,D845EBG2 Intel Motherboard Socket 478 400MHz FSB ATX (Refurb,,,btd-042907.jpeg,btd-042907.jpeg,btd-042907.jpeg,Intel,,,
btd-042908,D945GTP,D945GTP Intel Socket LGA 775 Intel 945G + ICH7R Chipset Pentium 4/ Pentium D/ Celeron D Processors Support DDR2 4x DIMM 4x SATA 1.5Gb/s Micro-ATX Motherboard (Refurbished),base,Default,simple,,Used,Default Category/hard_drive/Motherboard by Brand/Intel Motherboards,125.48,5,1,"Specifications:
 <ul><li><strong>Manufacturer :</strong> Intel</li><li><strong>Manufacturer Part # :</strong> D945GTP</li><li><strong>Product Type :</strong> System Board</li><li><strong>Form Factor :</strong> Micro ATX</li><li><strong>CPU Socket Type :</strong> LGA 775</li><li><strong>Supported CPU(s) :</strong> Intel Celeron ProcessorIntel Pentium 4 ProcessorIntel Pentium D Processor</li><li><strong>Number of Memory Slot(s) :</strong> 4</li><li><strong>Supported Memory Standard(s) :</strong> PC2-4300 (DDR2-533)PC2-5300 (DDR2-667)</li><li><strong>Maximum Installed Memory :</strong> 4 GB</li><li><strong>Expansion Slots :</strong> PCI-E x1PCI-E x16</li><li><strong>Storage Controller :</strong> SATA 1.5 Gbps</li><li><strong>On-Board Video Controller :</strong> Intel Graphics Media Accelerator 950</li><li><strong>Network :</strong> Gigabit Ethernet</li><li><strong>Connectors/Ports :</strong> Audio-InAudio-OutUSB 2.0VGA</li></ul>",<ul> <li><strong>Part No. :</strong> D945GTP</li>   <li><strong>Product Type:</strong> Motherboard</li>  <li><strong>Brand :</strong> Intel</li> ,,"Catalog, Search",Taxable Goods,D945GTP Intel Socket LGA 775 Intel 945G + ICH7R Chipset Pent,,,btd-042908.jpeg,btd-042908.jpeg,btd-042908.jpeg,Intel,Micro ATX,LGA 775,
btd-042909,S845WD1,S845WD1 Intel Pentium 4(478)/845E/DDR/LAN/RAID/ATX Motherboard (Refurbished),base,Default,simple,,Used,Default Category/hard_drive/Motherboard by Brand/Intel Motherboards,261.58,5,1,"Specifications:
 <ul><li><strong>Manufacturer :</strong> Intel</li><li><strong>Manufacturer Part # :</strong> S845WD1</li></ul>",<ul> <li><strong>Part No. :</strong> S845WD1</li>   <li><strong>Product Type:</strong> Motherboard</li>  <li><strong>Brand :</strong> Intel</li> ,,"Catalog, Search",Taxable Goods,S845WD1 Intel Pentium 4(478)/845E/DDR/LAN/RAID/ATX Motherboa,,,btd-042909.jpeg,btd-042909.jpeg,btd-042909.jpeg,Intel,,,
btd-042910,BLKD915PLWDL,BLKD915PLWDL Intel D915PLWD Desktop Motherboard Socket LGA-775 1 x Processor Support (1 x Single Pack) (Refurbished),base,Default,simple,,Used,Default Category/hard_drive/Motherboard by Brand/Intel Motherboards,151.49,5,1,"Specifications:
 <ul></ul>",<ul> <li><strong>Part No. :</strong> BLKD915PLWDL</li>   <li><strong>Product Type:</strong> Motherboard</li>  <li><strong>Brand :</strong> </li> ,,"Catalog, Search",Taxable Goods,BLKD915PLWDL Intel D915PLWD Desktop Motherboard Socket LGA-7,,,btd-042910.jpeg,btd-042910.jpeg,btd-042910.jpeg,,,,
btd-042911,S5000PSLSAS,S5000PSLSAS Intel S5000PSL Socket LGA 771 Intel 5000P Intel 6321 ICH Chipset Intel Dual-Core Xeon Processors Support DDR2 8x DIMM 6x SATA 3.0Gb/s SSI EEB Server Motherboard (Refurbished),base,Default,simple,,Used,Default Category/hard_drive/Motherboard by Brand/Intel Motherboards,121.20,5,1,"Specifications:
 <ul></ul>",<ul> <li><strong>Part No. :</strong> S5000PSLSAS</li>   <li><strong>Product Type:</strong> Motherboard</li>  <li><strong>Brand :</strong> </li> ,,"Catalog, Search",Taxable Goods,S5000PSLSAS Intel S5000PSL Socket LGA 771 Intel 5000P Intel ,,,btd-042911.jpeg,btd-042911.jpeg,btd-042911.jpeg,,,,
btd-042912,SCB2SCSI,SCB2SCSI Intel Server Motherboard Broadcom Chipset Socket PGA370 1 x Pack 2 x Processor Support (Refurbished),base,Default,simple,,Used,Default Category/hard_drive/Motherboard by Brand/Intel Motherboards,252.11,5,1,"Specifications:
 <ul></ul>",<ul> <li><strong>Part No. :</strong> SCB2SCSI</li>   <li><strong>Product Type:</strong> Motherboard</li>  <li><strong>Brand :</strong> </li> ,,"Catalog, Search",Taxable Goods,SCB2SCSI Intel Server Motherboard Broadcom Chipset Socket PG,,,btd-042912.jpeg,btd-042912.jpeg,btd-042912.jpeg,,,,
btd-042913,PD440FX,PD440FX Toshiba Socket Slot 1 Intel Pentium II Processors Support ATX Motherboard (Refurbished),base,Default,simple,,Used,Default Category/hard_drive/Motherboard by Brand/Intel Motherboards,277.02,5,1,"Specifications:
 <ul><li><strong>Manufacturer :</strong> Intel</li><li><strong>Manufacturer Part # :</strong> PD440FX</li><li><strong>Product Type :</strong> System Board</li><li><strong>Form Factor :</strong> ATX</li><li><strong>Chipset :</strong> Intel 440FX</li><li><strong>Number of Memory Slot(s) :</strong> 4</li></ul>",<ul> <li><strong>Part No. :</strong> PD440FX</li>   <li><strong>Product Type:</strong> Motherboard</li>  <li><strong>Brand :</strong> Intel</li> ,,"Catalog, Search",Taxable Goods,PD440FX Toshiba Socket Slot 1 Intel Pentium II Processors Su,,,btd-042913.jpeg,btd-042913.jpeg,btd-042913.jpeg,Intel,ATX,,
btd-042914,DG965WH,DG965WH Intel Desktop Board ATX Core-2 Duo/PD/P4 LGA 775/ 8GB DDR2/ 1000 GBit LAN/ SATA Motherboard (Refurbished),base,Default,simple,,Used,Default Category/hard_drive/Motherboard by Brand/Intel Motherboards,110.93,5,1,"Specifications:
 <ul><li><strong>Manufacturer :</strong> Intel</li><li><strong>Manufacturer Part # :</strong> DG965WH</li><li><strong>Product Type :</strong> System Board</li><li><strong>Form Factor :</strong> ATX</li><li><strong>CPU Socket Type :</strong> LGA 775</li><li><strong>Supported CPU(s) :</strong> Intel Celeron D ProcessorIntel Core2 Duo Desktop ProcessorIntel Pentium 4 ProcessorIntel Pentium D Processor</li><li><strong>FSB Speed (Maximum) :</strong> 1066 MHz</li><li><strong>Chipset :</strong> Intel G965 Express</li><li><strong>Number of Memory Slot(s) :</strong> 4</li><li><strong>Number of Memory Channel(s) :</strong> 2</li><li><strong>Supported Memory Standard(s) :</strong> PC2-4300 (DDR2-533)PC2-5300 (DDR2-667)PC2-6400 (DDR2-800)</li><li><strong>Maximum Installed Memory :</strong> 8 GB</li><li><strong>Expansion Slots :</strong> PCI-E x1PCI-E x16</li><li><strong>Storage Controller :</strong> SATA 3.0 Gbps</li><li><strong>On-Board Video Controller :</strong> Intel Graphics Media Accelerator X3000</li><li><strong>Shared Video Memory :</strong> 8 GB</li><li><strong>Network :</strong> Gigabit Ethernet</li><li><strong>Connectors/Ports :</strong> Audio-InAudio-OutParallelRJ-45USB 2.0VGA</li></ul>",<ul> <li><strong>Part No. :</strong> DG965WH</li>   <li><strong>Product Type:</strong> Motherboard</li>  <li><strong>Brand :</strong> Intel</li> ,,"Catalog, Search",Taxable Goods,DG965WH Intel Desktop Board ATX Core-2 Duo/PD/P4 LGA 775/ 8G,,,btd-042914.jpeg,btd-042914.jpeg,btd-042914.jpeg,Intel,ATX,LGA 775,
btd-042915,S5000VSASATA,S5000VSASATA Intel S5000VSA Socket LGA 771 Intel 5000V + ESB2-E Chipset Intel Dual-Core Xeon 5000/ 5100/ Quad-Core Xeon 5300 Series Processors Support DDR2 8x DIMM 6x SATA 3.0Gb/s SSI EEB Server Motherboard (Refurbished),base,Default,simple,,Used,Default Category/hard_drive/Motherboard by Brand/Intel Motherboards,139.06,5,1,"Specifications:
 <ul></ul>",<ul> <li><strong>Part No. :</strong> S5000VSASATA</li>   <li><strong>Product Type:</strong> Motherboard</li>  <li><strong>Brand :</strong> </li> ,,"Catalog, Search",Taxable Goods,S5000VSASATA Intel S5000VSA Socket LGA 771 Intel 5000V + ESB,,,btd-042915.jpeg,btd-042915.jpeg,btd-042915.jpeg,,,,
btd-042916,D815EGEW,D815EGEW Intel Socket 370 Intel 815EG Intel Celeron / Pentium III Processors Support SDRAM 2x DIMM ATA-100 Micro-ATX Motherboard (Refurbished),base,Default,simple,,Used,Default Category/hard_drive/Motherboard by Brand/Intel Motherboards,151.65,5,1,"Specifications:
 <ul><li><strong>Manufacturer :</strong> Intel</li><li><strong>Manufacturer Part # :</strong> D815EGEW</li><li><strong>Product Type :</strong> System Board</li><li><strong>Form Factor :</strong> Micro ATX</li><li><strong>CPU Socket Type :</strong> Socket 370</li><li><strong>Supported CPU(s) :</strong> Intel Celeron ProcessorIntel Pentium III Processor</li><li><strong>Chipset :</strong> Intel 815EG</li><li><strong>Number of Memory Slot(s) :</strong> 2</li><li><strong>Supported Memory Standard(s) :</strong> PC133 SDRAM</li><li><strong>Expansion Slots :</strong> PCI</li><li><strong>Expansion Slots Details :</strong> 4x PCI</li><li><strong>Storage Controller Details :</strong> ATA-100</li><li><strong>Network :</strong> EthernetFast Ethernet</li><li><strong>Connectors/Ports :</strong> Audio-InAudio-OutParallelPS/2 KeyboardPS/2 MouseRJ-45SerialUSBVGA</li></ul>",<ul> <li><strong>Part No. :</strong> D815EGEW</li>   <li><strong>Product Type:</strong> Motherboard</li>  <li><strong>Brand :</strong> Intel</li> ,,"Catalog, Search",Taxable Goods,D815EGEW Intel Socket 370 Intel 815EG Intel Celeron / Pentiu,,,btd-042916.jpeg,btd-042916.jpeg,btd-042916.jpeg,Intel,Micro ATX,Socket 370,
btd-042917,NL440BX,NL440BX Intel Server Motherboard Slot 1 100MHz FSB (Refurbished),base,Default,simple,,Used,Default Category/hard_drive/Motherboard by Brand/Intel Motherboards,116.09,5,1,"Specifications:
 <ul><li><strong>Manufacturer :</strong> Intel</li><li><strong>Manufacturer Part # :</strong> NL440BX</li></ul>",<ul> <li><strong>Part No. :</strong> NL440BX</li>   <li><strong>Product Type:</strong> Motherboard</li>  <li><strong>Brand :</strong> Intel</li> ,,"Catalog, Search",Taxable Goods,NL440BX Intel Server Motherboard Slot 1 100MHz FSB (Refurbis,,,btd-042917.jpeg,btd-042917.jpeg,btd-042917.jpeg,Intel,,,
btd-042918,D955XCS,D955XCS Intel Desktop Motherboard Socket LGA 775 (Refurbished),base,Default,simple,,Used,Default Category/hard_drive/Motherboard by Brand/Intel Motherboards,155.03,5,1,"Specifications:
 <ul><li><strong>Manufacturer :</strong> Intel</li><li><strong>Manufacturer Part # :</strong> D955XCS</li></ul>",<ul> <li><strong>Part No. :</strong> D955XCS</li>   <li><strong>Product Type:</strong> Motherboard</li>  <li><strong>Brand :</strong> Intel</li> ,,"Catalog, Search",Taxable Goods,D955XCS Intel Desktop Motherboard Socket LGA 775 (Refurbishe,,,btd-042918.jpeg,btd-042918.jpeg,btd-042918.jpeg,Intel,,,
btd-042919,BLKD102GGC2,BLKD102GGC2 Intel Desktop Motherboard ATI Radeon Xpress 200 Chipset Socket LGA-775 800MHz FSB micro ATX 1 x Processor Support (1 x Single Pack) (Refurbished),base,Default,simple,,Used,Default Category/hard_drive/Motherboard by Brand/Intel Motherboards,881.89,5,1,"Specifications:
 <ul></ul>",<ul> <li><strong>Part No. :</strong> BLKD102GGC2</li>   <li><strong>Product Type:</strong> Motherboard</li>  <li><strong>Brand :</strong> </li> ,,"Catalog, Search",Taxable Goods,BLKD102GGC2 Intel Desktop Motherboard ATI Radeon Xpress 200 ,,,btd-042919.jpeg,btd-042919.jpeg,btd-042919.jpeg,,,,
btd-042920,D915GVWB,D915GVWB Intel Desktop Motherboard 915GV Chipset Socket LGA-775 1 x Processor Support (Refurbished),base,Default,simple,,Used,Default Category/hard_drive/Motherboard by Brand/Intel Motherboards,151.49,5,1,"Specifications:
 <ul><li><strong>Manufacturer :</strong> Intel</li><li><strong>Manufacturer Part # :</strong> D915GVWB</li></ul>",<ul> <li><strong>Part No. :</strong> D915GVWB</li>   <li><strong>Product Type:</strong> Motherboard</li>  <li><strong>Brand :</strong> Intel</li> ,,"Catalog, Search",Taxable Goods,D915GVWB Intel Desktop Motherboard 915GV Chipset Socket LGA-,,,btd-042920.jpeg,btd-042920.jpeg,btd-042920.jpeg,Intel,,,
btd-042921,D850MV,D850MV Intel Motherboard Socket PGA 478 ATX (Refurbished),base,Default,simple,,Used,Default Category/hard_drive/Motherboard by Brand/Intel Motherboards,213.84,5,1,"Specifications:
 <ul><li><strong>Manufacturer :</strong> Intel</li><li><strong>Manufacturer Part # :</strong> D850MV</li><li><strong>Product Type :</strong> System Board</li><li><strong>Form Factor :</strong> ATX</li><li><strong>CPU Socket Type :</strong> Socket 478</li><li><strong>FSB Speed (Maximum) :</strong> 533 MHz</li><li><strong>Chipset :</strong> Intel 850</li><li><strong>Expansion Slots :</strong> AGP 4xPCI</li><li><strong>Audio Controller :</strong> On-board</li><li><strong>Connectors/Ports :</strong> Audio-InAudio-OutMicrophoneParallelPS/2USB 2.0</li></ul>",<ul> <li><strong>Part No. :</strong> D850MV</li>   <li><strong>Product Type:</strong> Motherboard</li>  <li><strong>Brand :</strong> Intel</li> ,,"Catalog, Search",Taxable Goods,D850MV Intel Motherboard Socket PGA 478 ATX (Refurbished),,,btd-042921.jpeg,btd-042921.jpeg,btd-042921.jpeg,Intel,ATX,Socket 478,
btd-042922,S5000VSASASR,S5000VSASASR Intel S5000VSA Socket LGA 771 Intel 5000V + ESB2-E Chipset Intel Dual-Core Xeon 5000/ 5100/ Quad-Core Xeon 5300 Series Processors Support DDR2 8x DIMM 6x SATA 3.0Gb/s SSI EEB Server Motherboard (Refurbished),base,Default,simple,,Used,Default Category/hard_drive/Motherboard by Brand/Intel Motherboards,335.81,5,1,"Specifications:
 <ul></ul>",<ul> <li><strong>Part No. :</strong> S5000VSASASR</li>   <li><strong>Product Type:</strong> Motherboard</li>  <li><strong>Brand :</strong> </li> ,,"Catalog, Search",Taxable Goods,S5000VSASASR Intel S5000VSA Socket LGA 771 Intel 5000V + ESB,,,btd-042922.jpeg,btd-042922.jpeg,btd-042922.jpeg,,,,
btd-042923,DG965SS,DG965SS Intel Desktop Motherboard Socket T LGA-775 1066MHz FSB 1 x Processor Support (Refurbished),base,Default,simple,,Used,Default Category/hard_drive/Motherboard by Brand/Intel Motherboards,151.49,5,1,"Specifications:
 <ul><li><strong>Manufacturer :</strong> Intel</li><li><strong>Manufacturer Part # :</strong> DG965SS</li><li><strong>Product Type :</strong> System Board</li><li><strong>Form Factor :</strong> Micro ATX</li><li><strong>CPU Socket Type :</strong> LGA 775</li><li><strong>Number of Memory Slot(s) :</strong> 4</li><li><strong>Number of Memory Channel(s) :</strong> 2</li><li><strong>Supported Memory Standard(s) :</strong> PC2-4200 (DDR2-533)PC2-5300 (DDR2-667)PC2-6400 (DDR2-800)</li><li><strong>Maximum Installed Memory :</strong> 8 GB</li><li><strong>Expansion Slots :</strong> PCI-E 2.0 x1PCI-E 2.0 x16PCI-E 2.0 x4PCI-E 2.0 x8</li><li><strong>Network :</strong> Gigabit Ethernet</li><li><strong>Connectors/Ports :</strong> eSATAParallelSerialUSB 2.0</li></ul>",<ul> <li><strong>Part No. :</strong> DG965SS</li>   <li><strong>Product Type:</strong> Motherboard</li>  <li><strong>Brand :</strong> Intel</li> ,,"Catalog, Search",Taxable Goods,DG965SS Intel Desktop Motherboard Socket T LGA-775 1066MHz F,,,btd-042923.jpeg,btd-042923.jpeg,btd-042923.jpeg,Intel,Micro ATX,LGA 775,
