sku,mpn,name,product_websites,attribute_set_code,product_type,storage,condition,categories,price,qty,is_in_stock,description,short_description,weight,visibility,tax_class_name,meta_title,meta_description,meta_keyword,image,small_image,thumbnail,brand,cpu_form_factor,cpu_socket,errors
btd-041039,90-MXGES0-A0UAYZ,90-MXGES0-A0UAYZ ASRock Socket AM3 Nvidia GeForce 7025/ nForce 630a Chipset AMD Phenom II X6/ II X4/ II X3/ II X2/ AMD Athlon II X4/ II X3/ II X2/ AMD Sempron Processors Support DDR3 2x DIMM 4x SATA2 3.0Gb/s Micro-ATX Motherboard (Refurbished),base,Default,simple,,Used,Default Category/hard_drive/Motherboard by Socket/Socket AM3 Motherboards,151.49,5,1,"Specifications:
 <ul><li><strong>Manufacturer :</strong> ASRock</li><li><strong>Manufacturer Part # :</strong> 90-MXGES0-A0UAYZ</li><li><strong>CPU Socket Type :</strong> Socket AM2</li></ul>",<ul> <li><strong>Part No. :</strong> 90-MXGES0-A0UAYZ</li>   <li><strong>Product Type:</strong> Motherboard</li>  <li><strong>Brand :</strong> ASRock</li> ,,"Catalog, Search",Taxable Goods,90-MXGES0-A0UAYZ ASRock Socket AM3 Nvidia GeForce 7025/ nForce 630a Chipset AMD Phenom II X6/ II X4/ II X3/ II X2/ AMD Athlon II X4/ II X3/ II X2/ AMD Sempron Processors Support DDR3 2x DIMM 4x SATA2 3.0Gb/s Micro-ATX Motherboard (Refurbished),,,btd-041039.jpeg,btd-041039.jpeg,btd-041039.jpeg,ASRock,,Socket AM2,
btd-043562,MSM760GME51,MSM760GME51 MSI Socket AM3 AMD 760G + SB710 Chipset AMD Phenom II X4/ Phenom II X3/ Phenom II X2/ AMD Athlon X4/ Athlon II X3/ Athlon II X2/ AMD Sempron Processors Support DDR3 4x DIMM 5x SATA2 3.0Gb/s Micro-ATX Motherboard (Refurbished),base,Default,simple,,Used,Default Category/hard_drive/Motherboard by Socket/Socket AM3 Motherboards,121.20,5,1,"Specifications:
 <ul><li><strong>Manufacturer :</strong> MSI</li><li><strong>Manufacturer Part # :</strong> MSM760GME51</li><li><strong>CPU Socket Type :</strong> Socket AM2+</li></ul>",<ul> <li><strong>Part No. :</strong> MSM760GME51</li>   <li><strong>Product Type:</strong> Motherboard</li>  <li><strong>Brand :</strong> MSI</li> ,,"Catalog, Search",Taxable Goods,MSM760GME51 MSI Socket AM3 AMD 760G + SB710 Chipset AMD Phenom II X4/ Phenom II X3/ Phenom II X2/ AMD Athlon X4/ Athlon II X3/ Athlon II X2/ AMD Sempron Processors Support DDR3 4x DIMM 5x SATA2 3.0Gb/s Micro-ATX Motherboard (Refurbished),,,btd-043562.jpeg,btd-043562.jpeg,btd-043562.jpeg,MSI,,Socket AM2+,
btd-045385,GA-MA78LMT-US2H(rev.3.4),GA-MA78LMT-US2H(rev.3.4) Gigabyte Socket AM3 AMD 760G + SB710 Chipset AMD Phenom TM II/ AMD Athlon II Processors Support DDR3 4x DIMM 5x SATA 3.0Gb/s Micro-ATX Motherboard (Refurbished) GA-MA78LMT-US2H (rev. 3.4),base,Default,simple,,Used,Default Category/hard_drive/Motherboard by Socket/Socket AM3 Motherboards,380.73,5,1,"Specifications:
 <ul><li><strong>Manufacturer :</strong> Gigabyte Tech</li><li><strong>Manufacturer Part # :</strong> GA-MA78LMT-US2H(rev.3.4)</li><li><strong>CPU Socket Type :</strong> Socket AM3</li></ul>",<ul> <li><strong>Part No. :</strong> GA-MA78LMT-US2H(rev.3.4)</li>   <li><strong>Product Type:</strong> Motherboard</li>  <li><strong>Brand :</strong> Gigabyte Tech</li> ,,"Catalog, Search",Taxable Goods,GA-MA78LMT-US2H(rev.3.4) Gigabyte Socket AM3 AMD 760G + SB710 Chipset AMD Phenom TM II/ AMD Athlon II Processors Support DDR3 4x DIMM 5x SATA 3.0Gb/s Micro-ATX Motherboard (Refurbished) GA-MA78LMT-US2H (rev. 3.4),,,btd-045385.jpeg,btd-045385.jpeg,btd-045385.jpeg,Gigabyte Tech,,Socket AM3,
btd-043565,890GXM-G65,890GXM-G65 MSI Socket AM3 890GX + SB850 Chipset AMD Phenom II X4/ Phenom II X3/ Phenom II X2/ AMD Athlon II X4/ Athlon II X3/ AMD Sempron Processors Support DDR3 4x DIMM 5x SATA 6.0Gb/s Micro-ATX Motherboard (Refurbished),base,Default,simple,,Used,Default Category/hard_drive/Motherboard by Socket/Socket AM3 Motherboards,304.17,5,1,"Specifications:
 <ul></ul>",<ul> <li><strong>Part No. :</strong> 890GXM-G65</li>   <li><strong>Product Type:</strong> Motherboard</li>  <li><strong>Brand :</strong> </li> ,,"Catalog, Search",Taxable Goods,890GXM-G65 MSI Socket AM3 890GX + SB850 Chipset AMD Phenom II X4/ Phenom II X3/ Phenom II X2/ AMD Athlon II X4/ Athlon II X3/ AMD Sempron Processors Support DDR3 4x DIMM 5x SATA 6.0Gb/s Micro-ATX Motherboard (Refurbished),,,btd-043565.jpeg,btd-043565.jpeg,btd-043565.jpeg,,,,
btd-045387,GA-MA790X-UD4 (rev. 1.0),GA-MA790X-UD4 (rev. 1.0) Gigabyte Socket AM3 AMD 790X/ SB750 Chipset AMD Phenom FX/ AMD Phenom/ AMD Athlon 64 FX/ AMD Athlon 64 X2 Dual-Core/ AMD Athlon 64/ AMD Sempron Processor Support DDR2 4x DIMM 6x SATA 3.0Gb/s ATX Motherboard (Refurbished),base,Default,simple,,Used,Default Category/hard_drive/Motherboard by Socket/Socket AM3 Motherboards,380.73,5,1,"Specifications:
 <ul><li><strong>Manufacturer :</strong> Gigabyte Tech</li><li><strong>Manufacturer Part # :</strong> GA-MA790X-UD4 (rev. 1.0)</li><li><strong>CPU Socket Type :</strong> Socket AM3</li></ul>",<ul> <li><strong>Part No. :</strong> GA-MA790X-UD4 (rev. 1.0)</li>   <li><strong>Product Type:</strong> Motherboard</li>  <li><strong>Brand :</strong> Gigabyte Tech</li> ,,"Catalog, Search",Taxable Goods,GA-MA790X-UD4 (rev. 1.0) Gigabyte Socket AM3 AMD 790X/ SB750 Chipset AMD Phenom FX/ AMD Phenom/ AMD Athlon 64 FX/ AMD Athlon 64 X2 Dual-Core/ AMD Athlon 64/ AMD Sempron Processor Support DDR2 4x DIMM 6x SATA 3.0Gb/s ATX Motherboard (Refurbished),,,btd-045387.jpeg,btd-045387.jpeg,btd-045387.jpeg,Gigabyte Tech,,Socket AM3,
btd-045388,MIBCN0,MIBCN0 ASUS Socket AM3 AMD 890FX + SB850 Chipset AMD Phenom II/ AMD Athlon II/ AMD Sempron 100 Series Processors Support DDR3 4x DIMM 6x SATA 6.0Gb/s ATX Motherboard (Refurbished),base,Default,simple,,Used,Default Category/hard_drive/Motherboard by Socket/Socket AM3 Motherboards,216.22,5,1,"Specifications:
 <ul><li><strong>Manufacturer :</strong> ASUS</li><li><strong>Manufacturer Part # :</strong> MIBCN0</li><li><strong>CPU Socket Type :</strong> Socket AM3</li></ul>",<ul> <li><strong>Part No. :</strong> MIBCN0</li>   <li><strong>Product Type:</strong> Motherboard</li>  <li><strong>Brand :</strong> ASUS</li> ,,"Catalog, Search",Taxable Goods,MIBCN0 ASUS Socket AM3 AMD 890FX + SB850 Chipset AMD Phenom II/ AMD Athlon II/ AMD Sempron 100 Series Processors Support DDR3 4x DIMM 6x SATA 6.0Gb/s ATX Motherboard (Refurbished),,,btd-045388.jpeg,btd-045388.jpeg,btd-045388.jpeg,ASUS,,Socket AM3,
btd-041857,GA-MA770T-UD3P,GA-MA770T-UD3P Gigabyte Socket AM3 AMD 770 + SB710 Chipset AMD Phenom II X4/ Phenom II X3 Processors Support DDR3 4x DIMM 6x SATA 3.0Gb/s ATX Motherboard (Refurbished),base,Default,simple,,Used,Default Category/hard_drive/Motherboard by Socket/Socket AM3 Motherboards,164.43,5,1,"Specifications:
 <ul></ul>",<ul> <li><strong>Part No. :</strong> GA-MA770T-UD3P</li>   <li><strong>Product Type:</strong> Motherboard</li>  <li><strong>Brand :</strong> </li> ,,"Catalog, Search",Taxable Goods,GA-MA770T-UD3P Gigabyte Socket AM3 AMD 770 + SB710 Chipset AMD Phenom II X4/ Phenom II X3 Processors Support DDR3 4x DIMM 6x SATA 3.0Gb/s ATX Motherboard (Refurbished),,,btd-041857.jpeg,btd-041857.jpeg,btd-041857.jpeg,,,,
btd-045390,N68S3B-R,N68S3B-R Biostar Socket AM3 Nvidia MCP68S Chipset AMD Phenom II X4/ AMD Phenom II X3/ AMD Phenom II X2/ AMD Athlon II X4/ AMD Athlon II X3/ AMD Athlon X2/ AMD Sempron Processors Support DDR3 2x DIMM 2x SATA2 3.0Gb/s Micro-ATX Motherboard (Refurbished),base,Default,simple,,Used,Default Category/hard_drive/Motherboard by Socket/Socket AM3 Motherboards,111.31,5,1,"Specifications:
 <ul><li><strong>Manufacturer :</strong> Biostar</li><li><strong>Manufacturer Part # :</strong> N68S3B-R</li><li><strong>Product Type :</strong> System Board</li><li><strong>Form Factor :</strong> Micro ATX</li><li><strong>CPU Socket Type :</strong> Socket AM3</li><li><strong>Supported CPU(s) :</strong> AMD Athlon II ProcessorAMD Phenom II ProcessorAMD Sempron Processor</li><li><strong>Number of Memory Slot(s) :</strong> 2</li><li><strong>Number of Memory Channel(s) :</strong> 2</li><li><strong>Supported Memory Standard(s) :</strong> PC3-10600 (DDR3-1333)PC3-6400 (DDR3-800)PC3-8500 (DDR3-1066)</li><li><strong>Maximum Installed Memory :</strong> 8 GB</li><li><strong>Expansion Slots :</strong> PCIPCI-E x16</li><li><strong>Storage Controller :</strong> SATA 3.0 Gbps</li><li><strong>Audio Controller :</strong> VIA VT1708B</li><li><strong>Network :</strong> Gigabit Ethernet</li><li><strong>Connectors/Ports :</strong> CPU Fan ConnectorPrinter PortPS/2 KeyboardPS/2 MouseUSB 2.0VGA</li><li><strong>Connectors/Ports Details :</strong> Rear I/O Ports1 x PS/2 Mouse1 x PS/2 Keyboard4 x USB 2.0 Port1 x VGA Port1 x LAN port3 x Audio JacksInternal I/O1 x Printer Header2 x USB 2.0 Header2 x SATA2 3Gb/s Connector1 x IDE Connector1 x Front Audio Header1 x Front Panel Header1 x CPU Fan Connector1 x System Fan Connector</li></ul>",<ul> <li><strong>Part No. :</strong> N68S3B-R</li>   <li><strong>Product Type:</strong> Motherboard</li>  <li><strong>Brand :</strong> Biostar</li> ,,"Catalog, Search",Taxable Goods,N68S3B-R Biostar Socket AM3 Nvidia MCP68S Chipset AMD Phenom II X4/ AMD Phenom II X3/ AMD Phenom II X2/ AMD Athlon II X4/ AMD Athlon II X3/ AMD Athlon X2/ AMD Sempron Processors Support DDR3 2x DIMM 2x SATA2 3.0Gb/s Micro-ATX Motherboard (Refurbished),,,btd-045390.jpeg,btd-045390.jpeg,btd-045390.jpeg,Biostar,Micro ATX,Socket AM3,
btd-045391,GA-790XTA-UD4(rev.1.0),GA-790XTA-UD4(rev.1.0) Gigabyte Socket AM3 AMD 790FX/ SB750 Chipset AM3 AMD Phenom II/ AMD Athlon/ Processors Support DDR3 4x DIMM 6x SATA 3.0Gb/s ATX Motherboard (Refurbished) GA-790XTA-UD4 (rev. 1.0),base,Default,simple,,Used,Default Category/hard_drive/Motherboard by Socket/Socket AM3 Motherboards,380.73,5,1,"Specifications:
 <ul><li><strong>Manufacturer :</strong> Gigabyte Tech</li><li><strong>Manufacturer Part # :</strong> GA-790XTA-UD4(rev.1.0)</li><li><strong>CPU Socket Type :</strong> Socket AM3</li></ul>",<ul> <li><strong>Part No. :</strong> GA-790XTA-UD4(rev.1.0)</li>   <li><strong>Product Type:</strong> Motherboard</li>  <li><strong>Brand :</strong> Gigabyte Tech</li> ,,"Catalog, Search",Taxable Goods,GA-790XTA-UD4(rev.1.0) Gigabyte Socket AM3 AMD 790FX/ SB750 Chipset AM3 AMD Phenom II/ AMD Athlon/ Processors Support DDR3 4x DIMM 6x SATA 3.0Gb/s ATX Motherboard (Refurbished) GA-790XTA-UD4 (rev. 1.0),,,btd-045391.jpeg,btd-045391.jpeg,btd-045391.jpeg,Gigabyte Tech,,Socket AM3,
btd-045392,A880GPLUS-R,A880GPLUS-R Biostar Socket AM3 AMD 880G/ SB710 Chipset AMD Phenom II X6/ Phenom II X4/ Phenom II X3/ Phenom II X2/ Athlon II X4/ Athlon II X3/ Athlon II X2/ Sempron Processors Support DDR3 2x DIMM 4x SATA2 3.0Gb/s Micro-ATX Motherboard (Refurbished),base,Default,simple,,Used,Default Category/hard_drive/Motherboard by Socket/Socket AM3 Motherboards,116.09,5,1,"Specifications:
 <ul><li><strong>Manufacturer :</strong> Biostar</li><li><strong>Manufacturer Part # :</strong> A880GPLUS-R</li><li><strong>CPU Socket Type :</strong> Socket AM3</li></ul>",<ul> <li><strong>Part No. :</strong> A880GPLUS-R</li>   <li><strong>Product Type:</strong> Motherboard</li>  <li><strong>Brand :</strong> Biostar</li> ,,"Catalog, Search",Taxable Goods,A880GPLUS-R Biostar Socket AM3 AMD 880G/ SB710 Chipset AMD Phenom II X6/ Phenom II X4/ Phenom II X3/ Phenom II X2/ Athlon II X4/ Athlon II X3/ Athlon II X2/ Sempron Processors Support DDR3 2x DIMM 4x SATA2 3.0Gb/s Micro-ATX Motherboard (Refurbished),,,btd-045392.jpeg,btd-045392.jpeg,btd-045392.jpeg,Biostar,,Socket AM3,
